,0,1
1125,25.12.20,"50,032"
1126,26.12.20,"63,961"
1127,27.12.20,"17,059"
1128,28.12.20,"53,408"
1129,29.12.20,"59,052"
1130,30.12.20,"50,037"
1131,31.12.20,"66,913"
1132, ,MB15.2 PVA Wandersleben / Gesamtertrag / Zaehleraenderung  [kWh]0
1133,01.01.21,"21,318"
1134,02.01.21,"31,175"
1135,03.01.21,"0,649"
1136,04.01.21,"0,107"
1137,05.01.21,"0,004"
1138,06.01.21,"1,555"
1139,07.01.21,"11,859"
1140,08.01.21,"10,499"
1141,09.01.21,"6,847"
1142,10.01.21,"43,731"
1143,11.01.21,"48,676"
1144,12.01.21,"40,606"
1145,13.01.21,"54,210"
1146,14.01.21,"34,532"
1147,15.01.21,"15,229"
1148,16.01.21,"30,604"
1149,17.01.21,"51,808"
1150,18.01.21,"61,972"
1151,19.01.21,"27,886"
1152,20.01.21,"89,140"
1153,21.01.21,"103,850"
1154,22.01.21,"28,286"
1155,23.01.21,"74,711"
1156,24.01.21,"36,268"
1157,25.01.21,"83,942"
1158,26.01.21,"29,217"
1159,27.01.21,"67,764"
1160,28.01.21,"16,887"
1161,29.01.21,"24,259"
1162,30.01.21,"35,264"
1163,31.01.21,"218,883"
1164, ,MB15.2 PVA Wandersleben / Gesamtertrag / Zaehleraenderung  [kWh]0
1165,01.02.21,"66,842"
1166,02.02.21,"41,299"
1167,03.02.21,"40,720"
1168,04.02.21,"165,704"
1169,05.02.21,"73,419"
1170,06.02.21,"2,438"
1171,07.02.21,
1172,08.02.21,
1173,09.02.21,
1174,10.02.21,
1175,11.02.21,
1176,12.02.21,
1177,13.02.21,
1178,14.02.21,"0,000"
1179,15.02.21,"0,000"
1180,16.02.21,"56,429"
1181,17.02.21,"255,382"
1182,18.02.21,"183,582"
1183,19.02.21,"267,780"
1184,20.02.21,"250,531"
1185,21.02.21,"298,345"
1186,22.02.21,"294,781"
1187,23.02.21,"249,021"
1188,24.02.21,"258,999"
1189,25.02.21,"292,251"
1190,26.02.21,"25,858"
1191,27.02.21,"69,931"
1192,28.02.21,"340,124"
1193, ,MB15.2 PVA Wandersleben / Gesamtertrag / Zaehleraenderung  [kWh]0
1194,01.03.21,"121,411"
1195,02.03.21,"284,621"
1196,03.03.21,"210,127"
1197,04.03.21,"75,583"
1198,05.03.21,"271,906"
1199,06.03.21,"366,448"
1200,07.03.21,"368,569"
1201,08.03.21,"149,534"
1202,09.03.21,"157,697"
1203,10.03.21,"172,701"
1204,11.03.21,"135,369"
1205,12.03.21,"273,881"
1206,13.03.21,"179,358"
1207,14.03.21,"235,242"
1208,15.03.21,"169,850"
1209,16.03.21,"202,087"
1210,17.03.21,"113,453"
1211,18.03.21,"239,334"
1212,19.03.21,"102,233"
1213,20.03.21,"231,147"
1214,21.03.21,"174,389"
1215,22.03.21,"198,174"
1216,23.03.21,"83,301"
1217,24.03.21,"417,010"
1218,25.03.21,"294,287"
1219,26.03.21,"312,866"
1220,27.03.21,"256,113"
1221,28.03.21,"286,507"
1222,29.03.21,"421,345"
1223,30.03.21,"444,817"
1224,31.03.21,"436,060"
1225, ,MB15.2 PVA Wandersleben / Gesamtertrag / Zaehleraenderung  [kWh]0
1226,01.04.21,"345,323"
1227,02.04.21,"245,317"
1228,03.04.21,"253,600"
1229,04.04.21,"415,547"
1230,05.04.21,"98,542"
1231,06.04.21,"291,267"
1232,07.04.21,"246,202"
1233,08.04.21,"257,524"
1234,09.04.21,"384,737"
1235,10.04.21,"99,765"
1236,11.04.21,"293,807"
1237,12.04.21,"199,362"
1238,13.04.21,"294,158"
1239,14.04.21,"292,175"
1240,15.04.21,"324,858"
1241,16.04.21,"236,590"
1242,17.04.21,"141,870"
1243,18.04.21,"137,465"
1244,19.04.21,"160,245"
1245,20.04.21,"255,763"
1246,21.04.21,"505,296"
1247,22.04.21,"516,865"
1248,23.04.21,"440,231"
1249,24.04.21,"487,109"
1250,25.04.21,"497,925"
1251,26.04.21,"548,394"
1252,27.04.21,"533,578"
1253,28.04.21,"505,522"
1254,29.04.21,"350,764"
1255,30.04.21,"203,500"
1256, ,MB15.2 PVA Wandersleben / Gesamtertrag / Zaehleraenderung  [kWh]0
1257,01.05.21,"302,196"
1258,02.05.21,"271,609"
1259,03.05.21,"458,477"
1260,04.05.21,"224,896"
1261,05.05.21,"400,812"
1262,06.05.21,"317,706"
1263,07.05.21,"364,678"
1264,08.05.21,"468,915"
1265,09.05.21,"500,870"
1266,10.05.21,"417,900"
1267,11.05.21,"215,742"
1268,12.05.21,"143,883"
1269,13.05.21,"207,676"
1270,14.05.21,"292,613"
1271,15.05.21,"371,090"
1272,16.05.21,"444,381"
1273,17.05.21,"342,805"
1274,18.05.21,"318,217"
1275,19.05.21,"406,107"
1276,20.05.21,"340,413"
1277,21.05.21,"449,271"
1278,22.05.21,"498,573"
1279,23.05.21,"375,829"
1280,24.05.21,"487,846"
1281,25.05.21,"402,850"
1282,26.05.21,"199,408"
1283,27.05.21,"236,898"
1284,28.05.21,"362,325"
1285,29.05.21,"359,825"
1286,30.05.21,"501,587"
1287,31.05.21,"572,386"
1288, ,MB15.2 PVA Wandersleben / Gesamtertrag / Zaehleraenderung  [kWh]0
1289,01.06.21,"521,816"
1290,02.06.21,"526,834"
1291,03.06.21,"439,239"
1292,04.06.21,"379,540"
1293,05.06.21,"268,724"
1294,06.06.21,"149,470"
1295,07.06.21,"250,485"
1296,08.06.21,"344,142"
1297,09.06.21,"368,619"
1298,10.06.21,"436,440"
1299,11.06.21,"524,175"
1300,12.06.21,"322,828"
1301,13.06.21,"518,307"
1302,14.06.21,"557,954"
1303,15.06.21,"483,049"
1304,16.06.21,"487,763"
1305,17.06.21,"518,731"
1306,18.06.21,"513,208"
1307,19.06.21,"395,959"
1308,20.06.21,"320,594"
1309,21.06.21,"467,379"
1310,22.06.21,"219,481"
1311,23.06.21,"216,105"
1312,24.06.21,"185,118"
1313,25.06.21,"285,954"
1314,26.06.21,"424,691"
1315,27.06.21,"506,122"
1316,28.06.21,"340,499"
1317,29.06.21,"287,905"
1318,30.06.21,"368,418"
1319, ,MB15.2 PVA Wandersleben / Gesamtertrag / Zaehleraenderung  [kWh]0
1320,01.07.21,"170,926"
1321,02.07.21,"204,208"
1322,03.07.21,"519,024"
1323,04.07.21,"349,101"
1324,05.07.21,"314,075"
1325,06.07.21,"218,145"
1326,07.07.21,"316,007"
1327,08.07.21,"209,960"
1328,09.07.21,"73,036"
1329,10.07.21,"473,561"
1330,11.07.21,"274,151"
1331,12.07.21,"481,977"
1332,13.07.21,"252,273"
1333,14.07.21,"287,492"
1334,15.07.21,"316,492"
1335,16.07.21,"321,891"
1336,17.07.21,"317,639"
1337,18.07.21,"503,574"
1338,19.07.21,"434,599"
1339,20.07.21,"370,532"
1340,21.07.21,"343,220"
1341,22.07.21,"420,732"
1342,23.07.21,"477,005"
1343,24.07.21,"329,701"
1344,25.07.21,"319,757"
1345,26.07.21,"341,663"
1346,27.07.21,"382,822"
1347,28.07.21,"307,455"
1348,29.07.21,"427,839"
1349,30.07.21,"503,414"
1350,31.07.21,"368,747"
1351, ,MB15.2 PVA Wandersleben / Gesamtertrag / Zaehleraenderung  [kWh]0
1352,01.08.21,"268,777"
1353,02.08.21,"273,344"
1354,03.08.21,"292,023"
1355,04.08.21,"275,315"
1356,05.08.21,"293,582"
1357,06.08.21,"331,768"
1358,07.08.21,"278,000"
1359,08.08.21,"382,883"
1360,09.08.21,"352,922"
1361,10.08.21,"310,517"
1362,11.08.21,"425,031"
1363,12.08.21,"391,537"
1364,13.08.21,"421,972"
1365,14.08.21,"493,385"
1366,15.08.21,"451,239"
1367,16.08.21,"362,023"
1368,17.08.21,"286,365"
1369,18.08.21,"218,023"
1370,19.08.21,"169,667"
1371,20.08.21,"272,710"
1372,21.08.21,"321,914"
1373,22.08.21,"177,295"
1374,23.08.21,"42,464"
1375,24.08.21,"280,265"
1376,25.08.21,"401,856"
1377,26.08.21,"191,634"
1378,27.08.21,"169,964"
1379,28.08.21,"247,592"
1380,29.08.21,"118,764"
1381,30.08.21,"118,762"
1382,31.08.21,"224,371"
1383, ,MB15.2 PVA Wandersleben / Gesamtertrag / Zaehleraenderung  [kWh]0
1384,01.09.21,"326,277"
1385,02.09.21,"374,599"
1386,03.09.21,"436,089"
1387,04.09.21,"445,228"
1388,05.09.21,"263,439"
1389,06.09.21,"360,629"
1390,07.09.21,"324,534"
1391,08.09.21,"413,071"
1392,09.09.21,"378,574"
1393,10.09.21,"301,656"
1394,11.09.21,"263,455"
1395,12.09.21,"274,694"
1396,13.09.21,"332,844"
1397,14.09.21,"341,024"
1398,15.09.21,"81,087"
1399,16.09.21,"183,580"
1400,17.09.21,"118,035"
1401,18.09.21,"189,793"
1402,19.09.21,"130,930"
1403,20.09.21,"117,165"
1404,21.09.21,"185,006"
1405,22.09.21,"279,303"
1406,23.09.21,"371,717"
1407,24.09.21,"149,439"
1408,25.09.21,"373,713"
1409,26.09.21,"299,901"
1410,27.09.21,"246,048"
1411,28.09.21,"233,600"
1412,29.09.21,"173,968"
1413,30.09.21,"278,326"
1414, ,MB15.2 PVA Wandersleben / Gesamtertrag / Zaehleraenderung  [kWh]0
1415,01.10.21,"311,208"
1416,02.10.21,"322,774"
1417,03.10.21,"108,239"
1418,04.10.21,"85,234"
1419,05.10.21,"81,070"
1420,06.10.21,"219,590"
1421,07.10.21,"304,411"
1422,08.10.21,"99,831"
1423,09.10.21,"219,054"
1424,10.10.21,"312,214"
1425,11.10.21,"81,507"
1426,12.10.21,"109,104"
1427,13.10.21,"260,842"
1428,14.10.21,"68,041"
1429,15.10.21,"83,075"
1430,16.10.21,"250,898"
1431,17.10.21,"230,218"
1432,18.10.21,"271,258"
1433,19.10.21,"87,616"
1434,20.10.21,"185,053"
1435,21.10.21,"210,808"
1436,22.10.21,"224,221"
1437,23.10.21,"175,260"
1438,24.10.21,"292,919"
1439,25.10.21,"192,229"
1440,26.10.21,"149,402"
1441,27.10.21,"68,960"
1442,28.10.21,"267,365"
1443,29.10.21,"250,342"
1444,30.10.21,"139,869"
1445,31.10.21,"186,860"
1446, ,MB15.2 PVA Wandersleben / Gesamtertrag / Zaehleraenderung  [kWh]0
1447,01.11.21,"43,430"
1448,02.11.21,"65,741"
1449,03.11.21,"79,861"
1450,04.11.21,"15,770"
1451,05.11.21,"70,805"
1452,06.11.21,"233,821"
1453,07.11.21,"82,510"
1454,08.11.21,"54,030"
1455,09.11.21,"207,884"
1456,10.11.21,"168,373"
1457,11.11.21,"185,070"
1458,12.11.21,"55,056"
1459,13.11.21,"54,539"
1460,14.11.21,"28,002"
1461,15.11.21,"21,301"
1462,16.11.21,"16,109"
1463,17.11.21,"50,763"
1464,18.11.21,"109,282"
1465,19.11.21,"38,060"
1466,20.11.21,"33,667"
1467,21.11.21,"31,824"
1468,22.11.21,"51,436"
1469,23.11.21,"55,782"
1470,24.11.21,"29,595"
1471,25.11.21,"16,622"
1472,26.11.21,"119,171"
1473,27.11.21,"63,479"
1474,28.11.21,"80,575"
1475,29.11.21,"31,614"
1476,30.11.21,"21,180"
1477, ,MB15.2 PVA Wandersleben / Gesamtertrag / Zaehleraenderung  [kWh]0
1478,01.12.21,"32,673"
1479,02.12.21,"29,444"
1480,03.12.21,"31,332"
1481,04.12.21,"85,181"
1482,05.12.21,"94,354"
1483,06.12.21,"10,463"
1484,07.12.21,"20,656"
1485,08.12.21,"29,783"
1486,09.12.21,"39,851"
1487,10.12.21,"137,785"
1488,11.12.21,"96,264"
1489,12.12.21,"25,345"
1490,13.12.21,"20,540"
1491,14.12.21,"15,534"
1492,15.12.21,"55,928"
1493,16.12.21,"17,743"
1494,17.12.21,"42,958"
1495,18.12.21,"18,505"
1496,19.12.21,"21,072"
1497,20.12.21,"163,352"
1498,21.12.21,"128,275"
1499,22.12.21,"52,923"
1500,23.12.21,"29,926"
1501,24.12.21,"35,946"
1502,25.12.21,"0,454"
1503,26.12.21,"0,702"
1504,27.12.21,"6,190"
1505,28.12.21,"59,979"
1506,29.12.21,"26,374"
1507,30.12.21,"32,649"
1508,31.12.21,"119,150"
