time,PVA Wandersleben / Gesamtertrag / Zaehleraenderung  [kWh],tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-02-12,30.923,2.7,0.8,5.7,0.3,0.0,248.8,38.9,83.2,1011.8,396.0
2020-03-12,29.526,9.4,3.9,12.4,1.2,0.0,240.9,32.8,79.9,1008.7,255.0
2020-04-12,74.675,13.5,2.7,23.1,0.0,0.0,214.2,13.7,38.9,1015.2,482.0
2020-05-12,32.998,5.1,-2.9,9.9,0.0,0.0,303.6,11.9,34.2,1017.0,492.0
2020-06-12,34.726,19.4,12.7,25.7,0.0,0.0,93.0,10.1,43.9,1008.6,634.0
2020-07-12,23.022,14.9,6.0,20.9,0.0,0.0,347.6,7.9,29.9,1026.1,630.0
2020-08-12,142.318,23.3,18.4,31.6,0.1,0.0,127.6,10.4,49.7,1015.8,546.0
2020-09-12,25.534,18.1,10.2,25.6,0.0,0.0,229.1,14.4,37.8,1018.6,677.0
2020-10-12,15.434,7.7,4.6,12.6,0.8,0.0,268.2,13.0,34.6,1017.9,194.0
2020-11-12,13.855,6.5,3.7,9.1,0.0,0.0,197.8,17.3,31.0,1020.5,135.0
2020-12-12,57.078,2.7,1.2,5.2,1.4,0.0,194.8,9.7,25.2,999.5,11.0
2020-12-13,24.233,4.1,1.7,6.5,0.0,0.0,222.9,11.9,25.2,1010.5,0.0
2020-12-14,87.227,4.9,1.6,8.5,0.0,0.0,185.4,18.4,42.5,1012.7,117.0
2020-12-15,23.981,6.8,3.8,9.8,0.0,0.0,193.6,14.4,28.4,1012.6,0.0
2020-12-16,119.23,6.9,4.5,10.5,0.0,0.0,180.2,10.8,27.0,1018.7,257.0
2020-12-17,30.992,5.0,2.2,7.6,0.0,0.0,192.2,20.5,43.2,1021.1,25.0
2020-12-18,147.452,4.2,0.7,9.0,0.0,0.0,188.8,15.1,31.7,1024.2,407.0
2020-12-19,147.741,4.7,1.2,10.5,0.0,0.0,178.3,18.7,36.4,1019.7,407.0
2020-12-20,17.932,4.0,1.7,5.8,1.1,0.0,196.2,16.2,30.6,1020.8,0.0
2020-12-21,82.629,4.2,0.7,7.8,0.1,0.0,191.3,17.6,40.7,1020.3,211.0
2020-12-22,54.871,10.7,6.9,13.7,0.6,0.0,224.3,28.4,62.6,1011.9,191.0
2020-12-23,20.848,10.2,8.8,11.6,5.5,0.0,201.2,15.8,48.2,1010.8,0.0
2020-12-24,72.613,5.2,0.3,10.9,2.5,0.0,255.3,23.4,55.4,1008.0,32.0
2020-12-25,50.032,0.8,-3.7,2.8,0.4,0.0,310.3,15.5,32.0,1019.5,12.0
2020-12-26,63.961,-0.3,-4.8,1.8,0.0,0.0,232.4,21.2,58.0,1021.3,13.0
2020-12-27,17.059,0.5,-0.7,2.1,0.7,0.0,194.6,36.0,70.2,996.7,0.0
2020-12-28,53.408,2.0,0.2,4.3,2.2,0.0,167.3,18.0,49.3,981.6,43.0
2020-12-29,59.052,1.7,-0.5,3.1,0.3,0.0,202.2,19.4,42.1,988.8,68.0
2020-12-30,50.037,1.9,-0.1,3.7,0.2,0.0,210.0,16.9,35.6,1001.8,2.0
2020-12-31,66.913,1.6,-0.3,3.2,0.0,0.0,195.8,13.7,35.6,1004.9,2.0
2021-01-01,21.318,1.1,0.1,2.3,0.3,0.0,239.7,7.9,16.2,1007.7,1.0
2021-02-01,31.175,0.8,-3.6,3.5,1.1,0.0,139.2,7.1,18.0,997.1,0.0
2021-03-01,0.649,3.4,0.7,8.1,0.0,0.0,106.9,7.2,21.6,1035.7,8.0
2021-04-01,0.107,13.4,7.3,18.8,0.0,0.0,285.0,14.3,42.8,1018.6,332.0
2021-05-01,0.004,8.2,4.5,11.4,0.1,0.0,33.2,3.2,23.8,1012.7,160.0
2021-06-01,1.555,14.7,6.9,20.4,0.0,0.0,110.5,6.7,25.6,1019.4,832.0
2021-07-01,11.859,14.7,13.1,16.9,3.9,0.0,259.4,17.6,46.4,1013.2,3.0
2021-08-01,10.499,16.0,12.5,19.8,1.2,0.0,264.6,7.8,32.0,1009.1,179.0
2021-09-01,6.847,14.5,10.5,18.7,0.0,0.0,301.7,7.2,23.4,1026.1,410.0
2021-10-01,43.731,12.2,7.9,17.8,0.0,0.0,190.8,12.9,36.4,1020.5,619.0
2021-11-01,48.676,10.4,8.0,12.7,1.0,0.0,217.9,16.0,39.2,1002.7,0.0
2021-12-01,40.606,5.5,4.5,6.6,1.9,0.0,232.1,28.8,69.1,996.9,11.0
2021-01-13,54.21,-0.2,-1.5,0.8,0.5,40.0,258.3,26.1,60.8,1012.5,20.0
2021-01-14,34.532,-1.6,-5.1,0.1,0.0,40.0,324.6,14.8,65.5,1017.3,0.0
2021-01-15,15.229,-2.9,-5.9,-1.3,0.4,40.0,315.1,7.2,29.2,1024.9,0.0
2021-01-16,30.604,-4.1,-7.0,-2.5,0.0,50.0,272.1,9.5,29.2,1025.6,0.0
2021-01-17,51.808,-4.7,-8.7,-1.4,0.2,50.0,187.8,6.5,20.2,1019.7,0.0
2021-01-18,61.972,1.2,-0.7,1.9,0.2,60.0,252.8,18.1,39.6,1021.4,23.0
2021-01-19,27.886,2.4,1.3,4.3,5.4,40.0,231.8,29.1,57.6,1012.5,0.0
2021-01-20,89.14,4.5,2.2,6.3,0.0,0.0,213.6,28.9,55.8,1005.1,58.0
2021-01-21,103.85,6.3,3.8,8.8,0.0,0.0,203.0,26.1,82.8,998.0,156.0
2021-01-22,28.286,4.1,-2.1,7.3,3.0,0.0,220.1,18.7,76.0,994.1,0.0
2021-01-23,74.711,0.8,-1.5,3.7,6.0,20.0,249.8,8.4,24.5,997.2,95.0
2021-01-24,36.268,0.3,-1.3,1.5,0.5,10.0,231.2,12.1,33.8,995.8,4.0
2021-01-25,83.942,-2.2,-5.3,1.0,0.0,0.0,243.8,7.4,27.0,1004.5,97.0
2021-01-26,29.217,-0.9,-3.3,1.3,0.2,10.0,260.3,18.1,46.4,1013.7,0.0
2021-01-27,67.764,-0.2,-2.2,1.2,0.0,20.0,224.4,16.9,36.4,1014.6,88.0
2021-01-28,16.887,1.7,0.2,3.3,8.5,20.0,257.2,11.5,36.7,1005.5,0.0
2021-01-29,24.259,3.6,0.2,6.6,10.8,20.0,205.4,14.6,48.6,996.9,0.0
2021-01-30,35.264,0.1,-2.5,4.7,2.2,0.0,41.0,16.1,59.0,1001.7,0.0
2021-01-31,218.883,-2.8,-6.0,1.6,0.0,0.0,99.2,7.7,27.7,1004.6,431.0
2021-01-02,66.842,-0.2,-2.0,1.9,0.0,0.0,126.1,5.5,19.8,1014.1,0.0
2021-02-02,41.299,3.6,1.5,7.2,0.7,0.0,228.8,15.3,34.9,1002.5,0.0
2021-03-02,40.72,4.2,-0.3,11.2,0.0,0.0,47.4,4.2,16.9,1033.5,357.0
2021-04-02,165.704,6.2,4.4,9.8,0.2,0.0,348.4,13.6,50.0,1021.5,299.0
2021-05-02,73.419,7.4,4.6,9.6,11.5,0.0,299.9,16.2,44.3,1014.0,87.0
2021-06-02,2.438,17.5,10.7,23.4,0.0,0.0,120.9,6.7,28.4,1017.4,715.0
2021-07-02,,14.8,12.4,18.5,2.0,0.0,270.5,11.6,28.4,1017.0,138.0
2021-08-02,,15.6,13.4,18.6,0.1,0.0,264.7,11.8,33.8,1013.0,136.0
2021-09-02,,15.3,10.8,20.3,0.0,0.0,35.6,6.3,24.1,1026.7,467.0
2021-10-02,,14.9,11.5,19.1,0.0,0.0,200.8,16.0,46.1,1013.1,528.0
2021-11-02,,7.2,5.6,9.6,0.8,0.0,228.3,10.7,25.2,1002.0,77.0
2021-12-02,,1.1,-2.3,3.7,2.9,0.0,270.6,14.3,57.6,1000.4,16.0
2021-02-13,,-10.6,-14.7,-7.1,0.0,280.0,138.3,5.4,14.0,1042.0,68.0
2021-02-14,0.0,-11.0,-17.5,-5.9,0.0,280.0,169.7,6.4,16.9,1041.8,534.0
2021-02-15,0.0,-2.0,-5.1,1.8,0.5,260.0,196.4,23.3,42.8,1030.9,14.0
2021-02-16,56.429,3.8,1.2,6.2,0.0,220.0,218.9,17.6,33.8,1019.5,79.0
2021-02-17,255.382,4.2,3.0,5.2,1.3,130.0,240.2,19.0,49.3,1017.3,355.0
2021-02-18,183.582,5.5,2.8,8.7,0.0,70.0,191.2,16.1,50.8,1016.4,278.0
2021-02-19,267.78,5.1,2.2,8.9,0.0,0.0,222.9,15.0,46.8,1018.2,467.0
2021-02-20,250.531,8.3,5.2,13.3,0.0,0.0,196.9,16.3,32.8,1018.7,507.0
2021-02-21,298.345,9.7,7.0,14.6,0.0,0.0,198.1,16.5,42.8,1018.5,566.0
2021-02-22,294.781,6.7,1.7,14.5,0.0,0.0,219.5,7.9,28.1,1022.1,512.0
2021-02-23,249.021,10.9,6.6,15.8,0.0,0.0,216.3,15.2,33.1,1031.7,498.0
2021-02-24,258.999,11.8,8.2,16.2,0.0,0.0,209.4,15.4,32.8,1032.5,491.0
2021-02-25,292.251,12.0,8.7,16.2,0.0,0.0,215.3,15.5,34.9,1028.0,524.0
2021-02-26,25.858,5.8,2.6,8.3,5.2,0.0,285.0,10.1,31.0,1030.9,7.0
2021-02-27,69.931,2.8,0.6,5.2,0.0,0.0,324.4,8.6,28.4,1038.5,36.0
2021-02-28,340.124,3.3,1.2,7.5,0.0,0.0,100.0,4.6,20.2,1037.9,594.0
2021-01-03,121.411,-1.0,-1.4,-0.5,5.4,10.0,35.8,11.0,31.7,1013.4,0.0
2021-02-03,284.621,7.7,6.5,9.4,7.4,0.0,222.5,20.9,72.7,1000.1,0.0
2021-03-03,210.127,7.5,1.0,14.6,0.0,0.0,232.4,11.2,25.2,1028.1,252.0
2021-04-03,75.583,5.0,2.2,8.6,0.0,0.0,331.5,16.0,39.6,1023.2,228.0
2021-05-03,271.906,6.5,1.6,11.6,0.0,0.0,250.9,14.5,40.0,1019.5,566.0
2021-06-03,366.448,20.0,14.0,25.5,0.0,0.0,144.9,6.7,24.8,1020.8,670.0
2021-07-03,368.569,17.2,10.5,22.9,0.0,0.0,276.5,5.2,25.9,1016.0,761.0
2021-08-03,149.534,15.3,11.6,18.8,2.5,0.0,231.7,6.5,30.2,1013.9,313.0
2021-09-03,157.697,16.6,9.8,22.5,0.0,0.0,304.6,5.1,23.0,1021.3,659.0
2021-10-03,172.701,18.0,15.7,22.3,0.0,0.0,191.0,22.1,49.3,1006.6,18.0
2021-11-03,135.369,6.0,2.9,8.5,0.4,0.0,95.9,6.3,20.9,1002.7,68.0
2021-12-03,273.881,-1.3,-3.4,0.8,0.0,10.0,229.3,19.9,49.7,1010.6,237.0
2021-03-13,179.358,4.9,3.7,6.2,4.0,0.0,226.9,29.0,80.3,1000.0,77.0
2021-03-14,235.242,3.6,2.1,6.4,0.0,0.0,256.5,22.4,59.4,1006.6,190.0
2021-03-15,169.85,3.2,1.5,6.4,1.5,0.0,269.1,19.7,50.8,1010.3,90.0
2021-03-16,202.087,2.7,0.3,6.4,0.1,0.0,302.5,16.9,48.2,1019.1,216.0
2021-03-17,113.453,0.9,-1.0,3.9,0.5,0.0,328.4,9.3,25.6,1023.1,0.0
2021-03-18,239.334,1.7,-1.3,5.5,4.5,0.0,293.8,5.7,27.7,1022.4,298.0
2021-03-19,102.233,0.4,-2.1,3.6,3.5,30.0,19.6,12.1,41.8,1022.0,92.0
2021-03-20,231.147,-2.1,-6.7,1.5,0.0,0.0,351.6,7.5,24.8,1028.1,182.0
2021-03-21,174.389,3.2,0.9,6.1,0.0,0.0,292.6,20.1,58.0,1018.5,85.0
2021-03-22,198.174,2.9,0.9,5.6,0.1,0.0,309.3,11.3,34.9,1021.9,213.0
2021-03-23,83.301,4.0,2.2,6.7,0.0,0.0,274.2,10.4,26.3,1025.4,0.0
2021-03-24,417.01,6.4,1.7,12.3,0.0,0.0,229.5,11.3,37.8,1023.8,677.0
2021-03-25,294.287,8.7,3.8,14.2,0.0,0.0,238.6,9.3,22.0,1020.1,345.0
2021-03-26,312.866,8.7,4.6,13.6,0.0,0.0,212.6,11.1,32.4,1019.0,270.0
2021-03-27,256.113,6.0,2.3,8.2,7.3,0.0,240.6,21.5,84.6,1020.1,198.0
2021-03-28,286.507,6.7,-0.6,12.7,0.0,0.0,,20.5,49.0,1028.0,155.0
2021-03-29,421.345,11.2,6.4,17.2,0.0,0.0,236.5,15.9,42.1,1029.8,545.0
2021-03-30,444.817,12.9,6.6,19.7,0.0,0.0,254.3,7.7,26.3,1030.8,714.0
2021-03-31,436.06,13.1,5.0,21.0,0.0,0.0,213.3,8.8,23.8,1024.1,713.0
2021-01-04,345.323,-0.8,-1.3,-0.6,0.9,60.0,35.0,7.6,24.5,1015.9,0.0
2021-02-04,245.317,5.2,-0.4,7.5,2.5,0.0,247.2,17.5,48.2,1012.0,107.0
2021-03-04,253.6,6.6,1.7,10.8,5.1,0.0,280.8,12.5,36.0,1019.3,0.0
2021-04-04,415.547,4.2,-0.4,8.5,0.0,0.0,278.6,9.2,41.0,1022.2,618.0
2021-05-04,98.542,8.8,6.4,10.9,0.2,0.0,215.1,29.4,82.4,1004.8,64.0
2021-06-04,291.267,19.5,15.2,23.8,15.2,0.0,240.8,6.4,37.4,1020.9,263.0
2021-07-04,246.202,18.9,13.8,23.5,0.1,0.0,216.2,6.0,39.6,1011.3,391.0
2021-08-04,257.524,15.7,12.6,18.9,0.7,0.0,235.9,4.9,27.4,1013.0,185.0
2021-09-04,384.737,16.0,12.3,20.6,0.0,0.0,58.1,4.9,23.8,1018.7,426.0
2021-10-04,99.765,13.1,10.4,15.8,1.0,0.0,227.2,7.7,33.5,1017.0,2.0
2021-11-04,293.807,6.0,5.0,6.6,19.5,0.0,287.5,15.3,46.1,1003.6,0.0
2021-12-04,199.362,2.3,0.2,4.4,0.2,0.0,190.3,13.2,40.0,999.2,107.0
2021-04-13,294.158,2.4,-2.1,7.2,0.1,0.0,297.7,11.5,49.7,1029.8,281.0
2021-04-14,292.175,1.8,-1.9,6.4,0.1,0.0,316.3,9.5,36.0,1029.2,194.0
2021-04-15,324.858,1.5,-3.0,5.4,0.8,0.0,349.2,9.6,42.5,1028.6,278.0
2021-04-16,236.59,3.0,0.1,7.2,0.2,0.0,359.6,8.8,33.5,1026.2,34.0
2021-04-17,141.87,3.7,0.6,6.8,0.1,0.0,333.1,7.2,25.9,1023.6,0.0
2021-04-18,137.465,6.6,3.9,10.1,5.9,0.0,342.8,6.2,19.1,1020.6,0.0
2021-04-19,160.245,7.4,5.1,10.8,0.0,0.0,28.9,7.0,16.9,1019.9,52.0
2021-04-20,255.763,8.3,3.2,13.3,8.6,0.0,279.4,6.9,40.7,1017.0,224.0
2021-04-21,505.296,9.7,4.9,14.3,0.0,0.0,294.9,10.5,43.6,1015.6,743.0
2021-04-22,516.865,4.6,0.0,7.7,0.0,0.0,310.3,14.2,53.6,1022.8,613.0
2021-04-23,440.231,4.9,0.2,10.2,0.0,0.0,306.4,10.4,32.0,1027.4,516.0
2021-04-24,487.109,5.7,0.1,11.2,0.0,0.0,325.3,7.1,26.6,1025.9,579.0
2021-04-25,497.925,4.7,-0.2,9.4,0.0,0.0,329.3,10.6,31.7,1024.7,591.0
2021-04-26,548.394,3.9,-2.1,9.1,0.0,0.0,87.4,9.6,35.6,1021.3,788.0
2021-04-27,533.578,4.7,-2.3,11.1,0.0,0.0,94.6,10.2,37.4,1013.4,807.0
2021-04-28,505.522,9.1,0.4,17.3,0.0,0.0,104.7,7.1,34.9,1006.2,740.0
2021-04-29,350.764,10.5,6.1,14.6,0.8,0.0,244.7,15.9,63.4,1003.7,371.0
2021-04-30,203.5,7.2,3.2,10.2,0.0,0.0,274.4,10.2,31.3,1012.2,1.0
2021-01-05,302.196,-0.7,-1.2,-0.2,4.4,50.0,37.3,10.4,25.2,1016.0,0.0
2021-02-05,271.609,2.9,-1.1,6.4,1.6,0.0,108.7,5.1,21.6,1014.7,3.0
2021-03-05,458.477,1.0,-2.2,3.2,1.0,0.0,21.2,11.5,33.8,1025.6,367.0
2021-04-05,224.896,2.5,-1.5,5.1,4.7,0.0,262.5,23.1,65.9,1007.5,62.0
2021-05-05,400.812,6.7,4.4,8.6,3.8,0.0,248.3,25.3,75.2,1004.0,454.0
2021-06-05,317.706,18.4,14.2,24.3,6.8,0.0,269.4,6.0,27.4,1019.1,278.0
2021-07-05,364.678,17.9,14.8,20.5,0.0,0.0,229.4,13.8,39.6,1010.8,388.0
2021-08-05,468.915,16.1,13.9,18.6,0.0,0.0,210.8,4.3,29.9,1009.9,284.0
2021-09-05,500.87,14.5,8.8,21.0,0.0,0.0,98.4,7.0,17.3,1021.8,387.0
2021-10-05,417.9,11.6,10.0,15.0,14.4,0.0,182.1,9.0,37.4,1011.4,41.0
2021-11-05,215.742,6.0,5.0,8.0,4.0,0.0,259.3,14.8,32.8,1020.3,0.0
2021-12-05,143.883,1.2,-1.7,3.4,0.0,0.0,240.5,11.8,40.3,1004.8,137.0
2021-05-13,207.676,11.1,8.6,14.0,2.6,0.0,304.6,8.5,26.6,1007.6,0.0
2021-05-14,292.613,11.8,9.3,15.3,0.6,0.0,257.8,10.9,36.4,1006.9,172.0
2021-05-15,371.09,10.6,7.8,14.8,0.3,0.0,212.3,15.4,67.7,1006.9,358.0
2021-05-16,444.381,10.8,7.6,14.3,3.2,0.0,222.9,16.2,50.0,1003.6,407.0
2021-05-17,342.805,10.8,8.0,13.9,5.4,0.0,234.4,15.7,51.8,1004.3,394.0
2021-05-18,318.217,10.4,7.9,13.2,6.0,0.0,262.6,14.7,47.9,1011.6,321.0
2021-05-19,406.107,9.8,6.4,13.3,5.5,0.0,278.0,11.6,47.2,1015.6,436.0
2021-05-20,340.413,10.5,6.7,14.3,1.7,0.0,260.0,9.4,35.3,1018.8,257.0
2021-05-21,449.271,12.6,9.4,16.2,0.0,0.0,218.0,21.9,65.5,1008.4,450.0
2021-05-22,498.573,11.1,8.7,14.2,1.3,0.0,230.9,24.7,71.6,1006.3,401.0
2021-05-23,375.829,10.8,7.4,14.8,0.1,0.0,239.9,17.4,54.7,1013.5,459.0
2021-05-24,487.846,13.6,8.0,20.0,0.0,0.0,186.3,13.2,42.1,1012.9,616.0
2021-05-25,402.85,9.6,7.8,11.6,4.3,0.0,232.5,24.6,72.4,1013.4,384.0
2021-05-26,199.408,9.3,7.5,11.9,5.2,0.0,231.4,19.1,42.1,1013.1,41.0
2021-05-27,236.898,9.3,7.3,10.9,4.1,0.0,246.3,21.9,50.4,1015.6,63.0
2021-05-28,362.325,10.6,7.7,14.3,0.0,0.0,309.8,10.5,36.0,1022.5,317.0
2021-05-29,359.825,10.6,6.4,15.5,0.8,0.0,336.4,8.3,31.7,1024.9,336.0
2021-05-30,501.587,11.6,5.7,16.4,0.0,0.0,10.2,10.6,34.9,1026.7,730.0
2021-05-31,572.386,13.5,8.5,18.3,0.0,0.0,73.6,6.5,25.2,1023.2,899.0
2021-01-06,521.816,-0.1,-0.6,1.1,0.9,80.0,322.2,8.0,25.2,1013.4,0.0
2021-02-06,526.834,0.2,-2.7,2.5,11.4,0.0,62.8,14.4,47.2,1012.9,0.0
2021-03-06,439.239,-0.2,-4.2,4.6,0.0,0.0,271.4,6.6,25.6,1032.6,616.0
2021-04-06,379.54,0.4,-2.2,4.2,1.1,0.0,268.9,21.5,56.9,1008.9,337.0
2021-05-06,268.724,6.4,2.3,10.6,1.0,0.0,224.5,15.8,46.1,1007.5,352.0
2021-06-06,149.47,16.7,14.9,18.9,34.6,0.0,321.2,10.1,27.7,1020.3,13.0
2021-07-06,250.485,20.0,15.9,26.3,3.1,0.0,201.1,13.4,46.8,1010.3,336.0
2021-08-06,344.142,16.6,12.5,20.4,0.0,0.0,220.9,12.7,46.4,1006.3,359.0
2021-09-06,368.619,17.0,11.3,23.0,0.0,0.0,14.5,5.6,16.6,1023.6,414.0
2021-10-06,436.44,10.7,8.2,13.6,0.5,0.0,221.1,15.6,47.2,1016.2,251.0
2021-11-06,524.175,6.2,4.8,9.1,0.0,0.0,235.9,17.3,43.6,1027.6,434.0
2021-12-06,322.828,-0.4,-1.9,1.4,0.0,0.0,291.6,5.1,22.7,1014.0,0.0
2021-06-13,518.307,13.5,10.3,17.5,0.0,0.0,329.0,11.8,32.8,1025.8,735.0
2021-06-14,557.954,17.1,9.3,23.5,0.0,0.0,189.1,4.3,19.8,1022.5,888.0
2021-06-15,483.049,19.6,13.7,24.3,0.0,0.0,305.2,8.5,27.4,1018.8,641.0
2021-06-16,487.763,20.2,13.8,25.9,0.0,0.0,98.4,6.7,25.2,1016.8,787.0
2021-06-17,518.731,24.4,17.8,30.1,0.0,0.0,153.6,8.8,34.9,1014.0,909.0
2021-06-18,513.208,24.3,17.3,30.1,0.0,0.0,117.1,5.7,22.7,1013.3,866.0
2021-06-19,395.959,24.5,19.8,29.2,0.0,0.0,215.1,7.9,29.2,1013.9,567.0
2021-06-20,320.594,23.7,20.4,27.0,0.9,0.0,196.2,10.6,40.3,1009.9,315.0
2021-06-21,467.379,21.4,18.1,25.8,22.0,0.0,236.7,11.5,41.4,1007.1,810.0
2021-06-22,219.481,16.1,13.0,19.9,0.2,0.0,16.7,8.8,20.9,1013.9,51.0
2021-06-23,216.105,16.6,12.8,20.1,0.0,0.0,69.8,8.5,19.1,1018.8,1.0
2021-06-24,185.118,16.5,13.8,19.0,5.1,0.0,51.9,7.9,23.0,1018.6,18.0
2021-06-25,285.954,16.0,14.0,19.8,2.5,0.0,343.5,3.5,19.4,1017.8,197.0
2021-06-26,424.691,17.3,11.9,21.7,0.2,0.0,196.1,4.9,19.4,1019.0,510.0
2021-06-27,506.122,19.3,13.5,23.9,0.0,0.0,118.4,6.2,29.5,1017.5,776.0
2021-06-28,340.499,22.0,15.7,27.6,0.0,0.0,122.2,5.2,59.8,1014.9,427.0
2021-06-29,287.905,20.0,17.1,23.7,1.7,0.0,279.6,6.5,46.1,1011.2,204.0
2021-06-30,368.418,17.1,14.3,20.3,0.0,0.0,247.6,15.0,39.6,1010.5,188.0
2021-01-07,170.926,-1.1,-2.3,0.5,0.0,70.0,239.0,13.3,27.4,1012.9,2.0
2021-02-07,204.208,-5.9,-8.1,-3.1,12.7,180.0,64.1,17.4,47.9,1004.9,0.0
2021-03-07,519.024,0.1,-4.9,5.7,0.0,0.0,276.0,7.5,34.9,1024.8,599.0
2021-04-07,349.101,0.5,-2.1,3.4,1.2,0.0,266.8,22.5,56.2,1013.2,127.0
2021-05-07,314.075,6.1,3.5,8.6,1.5,0.0,283.7,15.0,47.9,1011.3,380.0
2021-06-07,218.145,16.7,13.8,21.2,0.2,0.0,359.9,6.8,20.2,1021.7,192.0
2021-07-07,316.007,17.4,14.5,21.2,0.2,0.0,208.1,7.1,24.8,1016.8,223.0
2021-08-07,209.96,17.2,13.4,21.1,6.4,0.0,207.3,14.0,41.8,1006.0,331.0
2021-09-07,73.036,16.9,12.8,21.3,0.0,0.0,67.1,5.3,18.4,1024.1,491.0
2021-10-07,473.561,9.7,5.9,14.5,0.0,0.0,142.2,7.0,17.6,1026.8,367.0
2021-11-07,274.151,5.9,4.5,7.7,3.0,0.0,231.3,22.1,52.2,1016.8,30.0
2021-12-07,481.977,0.4,-1.2,2.6,0.0,0.0,205.5,12.9,34.6,1009.5,0.0
2021-07-13,252.273,19.8,15.4,25.6,15.9,0.0,109.9,7.3,37.4,1007.9,162.0
2021-07-14,287.492,17.5,15.2,20.4,4.8,0.0,224.6,14.2,36.4,1009.4,289.0
2021-07-15,316.492,17.1,12.3,21.8,0.0,0.0,110.8,5.1,27.0,1012.9,318.0
2021-07-16,321.891,18.8,14.0,23.2,0.0,0.0,299.4,9.3,33.1,1018.1,355.0
2021-07-17,317.639,19.7,16.2,24.5,13.8,0.0,318.0,14.6,36.7,1020.8,306.0
2021-07-18,503.574,18.5,12.7,24.2,0.0,0.0,320.9,10.3,34.9,1020.7,815.0
2021-07-19,434.599,17.5,14.7,21.2,0.0,0.0,327.3,10.1,31.7,1019.8,379.0
2021-07-20,370.532,16.1,13.9,18.6,0.0,0.0,325.8,7.6,42.1,1020.3,239.0
2021-07-21,343.22,16.4,10.8,20.7,0.0,0.0,341.0,5.1,21.2,1022.9,79.0
2021-07-22,420.732,18.1,12.7,21.7,0.0,0.0,19.2,4.8,23.8,1021.6,470.0
2021-07-23,477.005,18.8,14.0,23.2,0.0,0.0,39.2,4.2,24.5,1017.0,700.0
2021-07-24,329.701,20.2,12.2,27.5,0.1,0.0,119.2,8.0,36.0,1011.7,438.0
2021-07-25,319.757,20.5,14.9,24.7,0.4,0.0,204.9,5.3,65.5,1009.9,394.0
2021-07-26,341.663,20.5,16.2,24.7,0.1,0.0,222.8,8.8,69.1,1011.7,385.0
2021-07-27,382.822,19.8,15.9,23.6,0.0,0.0,229.3,12.1,33.1,1013.1,483.0
2021-07-28,307.455,18.8,16.0,22.2,7.9,0.0,220.3,13.5,47.5,1012.4,312.0
2021-07-29,427.839,17.6,14.4,20.5,0.0,0.0,239.6,17.1,53.6,1012.7,387.0
2021-07-30,503.414,18.9,13.2,24.8,0.0,0.0,221.6,11.6,35.3,1010.2,845.0
2021-07-31,368.747,18.2,15.0,21.4,0.0,0.0,243.1,18.1,55.4,1008.6,561.0
2021-01-08,268.777,-0.3,-1.8,0.7,0.5,70.0,259.8,11.7,23.8,1013.6,0.0
2021-02-08,273.344,-10.0,-11.6,-8.2,11.3,300.0,57.4,13.6,31.3,1002.9,6.0
2021-03-08,292.023,0.8,-1.3,2.9,0.1,0.0,325.0,8.3,23.0,1022.4,188.0
2021-04-08,275.315,1.5,-1.1,3.8,0.1,10.0,259.7,17.8,41.0,1022.9,179.0
2021-05-08,293.582,8.7,2.8,13.4,0.0,0.0,210.1,13.7,36.0,1017.8,545.0
2021-06-08,331.768,17.1,12.3,21.9,32.5,0.0,2.1,4.1,23.4,1022.1,164.0
2021-07-08,278.0,16.8,13.9,21.1,1.0,0.0,101.2,7.0,25.2,1019.9,47.0
2021-08-08,382.883,16.4,13.6,19.4,2.2,0.0,228.5,18.0,67.0,1010.6,424.0
2021-09-08,352.922,16.9,10.5,23.6,0.0,0.0,120.9,8.4,23.0,1019.7,703.0
2021-10-08,310.517,9.7,5.7,13.9,0.0,0.0,61.8,8.2,24.1,1030.8,66.0
2021-11-08,425.031,6.4,5.1,8.1,0.0,0.0,254.6,15.1,32.0,1022.1,5.0
2021-12-08,391.537,1.4,-0.6,3.1,0.8,0.0,183.3,12.3,45.7,1002.2,0.0
2021-08-13,421.972,21.0,13.7,26.6,10.1,0.0,245.8,8.1,50.8,1020.5,658.0
2021-08-14,493.385,20.5,13.5,26.6,0.1,0.0,249.5,9.1,37.4,1020.5,809.0
2021-08-15,451.239,20.0,13.7,26.2,0.0,0.0,258.9,6.4,25.2,1015.1,663.0
2021-08-16,362.023,17.6,12.2,20.7,5.6,0.0,249.9,19.8,65.5,1010.4,347.0
2021-08-17,286.365,13.5,10.9,17.3,0.8,0.0,259.6,23.1,55.1,1016.0,169.0
2021-08-18,218.023,15.4,11.3,19.6,0.4,0.0,252.7,17.9,41.8,1015.0,37.0
2021-08-19,169.667,17.5,14.2,20.8,0.1,0.0,247.6,17.0,41.4,1013.9,0.0
2021-08-20,272.71,17.4,13.9,21.5,0.7,0.0,257.3,10.8,31.3,1016.6,185.0
2021-08-21,321.914,18.3,12.4,23.4,0.0,0.0,204.4,4.6,22.7,1018.7,280.0
2021-08-22,177.295,17.6,14.6,21.4,4.2,0.0,230.2,10.5,52.6,1016.1,49.0
2021-08-23,42.464,15.0,13.4,17.5,11.6,0.0,327.2,10.9,38.5,1020.2,0.0
2021-08-24,280.265,13.8,9.8,18.0,0.0,0.0,32.2,11.7,28.4,1025.9,289.0
