time,PVA Wandersleben / Gesamtertrag / Zaehleraenderung  [kWh],tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-10-03,82.2,12.6,7.0,18.6,0.0,0.0,62.3,14.0,44.6,992.0,122.0
2020-11-03,76.141,10.7,8.0,12.8,0.6,0.0,245.1,16.9,43.2,1021.8,67.0
2020-12-03,189.88,-0.9,-1.9,0.4,0.0,0.0,187.0,19.4,42.8,1004.5,0.0
2020-03-13,331.07,5.4,1.7,9.6,0.3,0.0,247.9,34.2,79.9,1015.0,340.0
2020-03-14,322.213,4.2,1.2,8.7,0.0,0.0,114.6,11.2,30.6,1022.6,463.0
2020-03-15,376.604,7.1,2.6,12.6,0.0,0.0,182.5,22.3,46.4,1018.3,618.0
2020-03-16,344.511,9.5,2.8,15.6,0.0,0.0,222.7,11.9,27.0,1019.2,563.0
2020-03-17,222.983,8.9,4.9,13.9,0.0,0.0,246.7,13.7,29.9,1027.6,264.0
2020-03-18,367.307,9.8,3.4,17.0,0.0,0.0,222.5,16.9,37.4,1026.7,616.0
2020-03-19,364.064,9.8,3.6,15.4,0.0,0.0,331.7,10.4,23.4,1024.5,478.0
2020-03-20,35.043,5.8,2.8,7.6,0.0,0.0,33.8,13.7,33.8,1024.4,0.0
2020-03-21,105.524,2.6,-2.0,5.6,0.0,0.0,50.5,19.8,49.7,1027.8,49.0
2020-03-22,444.075,-0.4,-4.6,4.3,0.0,0.0,78.0,15.5,47.5,1034.2,611.0
2020-03-23,450.088,-0.3,-5.3,4.9,0.0,0.0,85.0,11.5,31.7,1036.9,688.0
2020-03-24,448.741,0.8,-5.0,6.5,0.0,0.0,90.4,10.4,32.0,1034.4,692.0
2020-03-25,448.601,1.5,-4.5,7.2,0.0,0.0,64.3,14.0,44.3,1028.7,697.0
2020-03-26,384.801,3.2,-4.2,10.2,0.0,0.0,68.4,17.3,45.0,1023.3,584.0
2020-03-27,397.127,7.3,-0.8,15.7,0.0,0.0,59.5,15.8,43.2,1019.5,647.0
2020-03-28,409.685,7.2,-0.7,13.5,0.0,0.0,14.5,12.2,37.8,1019.3,689.0
2020-03-29,83.73,2.0,-3.2,5.3,1.4,0.0,342.3,20.2,51.1,1023.7,0.0
2020-03-30,362.265,-0.7,-7.0,5.8,0.0,0.0,286.6,9.7,35.3,1028.0,499.0
2020-03-31,275.064,0.8,-3.9,4.8,0.0,0.0,40.7,11.9,31.3,1028.7,366.0
2020-01-04,477.911,2.9,-0.6,4.7,3.8,0.0,270.2,24.8,64.4,1025.7,0.0
2020-02-04,462.533,3.1,1.2,5.2,14.4,0.0,276.7,24.1,51.8,1010.0,194.0
2020-03-04,98.364,2.1,-1.2,5.8,0.1,0.0,226.4,17.3,37.4,1010.7,227.0
2020-04-04,393.526,6.0,1.2,10.9,0.0,0.0,336.0,8.3,20.5,1024.8,397.0
2020-05-04,473.129,8.2,2.9,11.5,0.9,0.0,0.6,11.2,30.6,1017.0,34.0
2020-06-04,460.906,14.3,10.8,17.2,4.5,0.0,203.8,11.2,33.1,994.8,16.0
2020-07-04,440.242,18.7,11.8,24.7,0.0,0.0,226.4,20.5,48.2,1015.4,477.0
2020-08-04,433.554,16.6,9.6,22.6,0.0,0.0,348.2,10.1,33.8,1014.4,478.0
2020-09-04,392.571,19.7,15.8,24.1,0.0,0.0,224.1,22.0,49.0,1019.7,148.0
2020-10-04,448.15,10.9,7.3,15.3,0.0,0.0,195.5,21.6,56.5,998.2,317.0
2020-11-04,476.298,6.0,-0.5,9.3,0.0,0.0,265.6,12.2,31.0,1031.3,324.0
2020-12-04,334.302,2.0,-0.4,6.7,0.0,0.0,116.9,13.0,43.2,992.0,60.0
2020-04-13,293.723,7.2,0.7,12.1,0.0,0.0,295.9,23.4,48.2,1015.9,348.0
2020-04-14,411.689,3.9,-0.7,8.8,0.0,0.0,312.2,15.8,34.6,1023.5,543.0
2020-04-15,452.312,7.3,-1.4,15.8,0.0,0.0,252.6,12.6,35.6,1023.4,622.0
2020-04-16,461.015,12.7,2.3,22.1,0.0,0.0,250.3,9.7,24.1,1016.4,720.0
2020-04-17,467.872,12.5,5.8,18.3,0.0,0.0,37.6,9.4,23.8,1016.1,765.0
2020-04-18,357.948,12.6,5.2,20.3,1.1,0.0,43.3,9.7,25.2,1015.3,494.0
2020-04-19,445.115,8.9,3.8,14.0,4.9,0.0,53.7,14.4,41.0,1019.0,611.0
2020-04-20,535.281,8.3,1.2,14.0,0.0,0.0,61.3,19.4,56.2,1021.5,790.0
2020-04-21,525.827,9.8,1.5,15.9,0.0,0.0,63.0,18.7,49.3,1020.7,793.0
2020-04-22,524.397,11.1,3.7,17.4,0.0,0.0,66.7,17.3,45.7,1021.7,797.0
2020-04-23,506.411,12.0,2.9,19.2,0.0,0.0,56.8,10.4,31.7,1020.0,797.0
2020-04-24,386.919,12.5,3.6,20.8,0.0,0.0,261.3,16.9,41.4,1010.1,568.0
2020-04-25,355.591,9.2,3.9,13.7,0.0,0.0,338.5,11.5,40.3,1011.3,284.0
2020-04-26,508.611,10.2,0.5,18.0,0.0,0.0,219.1,8.6,20.2,1010.6,810.0
2020-04-27,444.479,14.0,3.5,22.1,0.0,0.0,214.8,13.0,37.1,1007.3,720.0
2020-04-28,194.583,13.1,5.2,19.8,1.1,0.0,221.7,14.0,40.7,1004.1,216.0
2020-04-29,416.563,13.4,8.6,18.8,0.2,0.0,247.0,19.8,53.3,1004.8,419.0
2020-04-30,325.751,11.7,7.7,16.9,3.0,0.0,208.4,22.7,58.3,1003.4,99.0
2020-01-05,318.108,1.7,-1.1,3.6,0.0,0.0,240.1,11.9,21.2,1034.4,18.0
2020-02-05,253.093,1.3,-1.5,3.9,0.0,0.0,301.8,16.9,42.5,1031.0,390.0
2020-03-05,341.978,4.4,-0.1,9.7,2.0,0.0,164.3,19.1,41.0,999.7,247.0
2020-04-05,119.799,9.1,1.8,16.7,0.0,0.0,99.5,11.2,34.9,1025.3,735.0
2020-05-05,454.179,6.8,0.5,12.0,0.0,0.0,335.1,10.8,28.8,1019.8,642.0
2020-06-05,519.084,10.9,6.8,15.3,5.4,0.0,240.5,23.8,50.8,996.0,98.0
2020-07-05,554.186,21.4,18.4,25.8,0.0,0.0,227.1,28.1,54.4,1011.2,244.0
2020-08-05,497.089,19.6,10.4,26.8,0.0,0.0,205.4,10.4,34.2,1017.5,793.0
2020-09-05,428.681,15.0,8.8,18.8,0.0,0.0,295.6,10.1,30.6,1016.7,30.0
2020-10-05,237.504,11.3,8.9,15.1,1.5,0.0,203.0,17.6,48.2,1003.3,144.0
2020-11-05,79.549,2.7,-2.6,9.1,0.0,0.0,241.1,10.4,21.2,1038.1,505.0
2020-12-05,380.288,0.5,-3.1,3.5,0.3,0.0,78.8,7.2,20.5,999.3,0.0
2020-05-13,422.52,8.0,2.2,12.7,0.0,0.0,4.8,8.3,23.8,1011.9,288.0
2020-05-14,233.227,7.7,4.1,11.9,0.0,0.0,3.7,9.4,27.7,1016.7,65.0
2020-05-15,490.101,8.2,2.2,14.3,0.0,0.0,2.8,10.4,27.7,1019.0,664.0
2020-05-16,555.401,9.6,0.0,16.8,0.0,0.0,269.5,10.1,29.5,1021.5,743.0
2020-05-17,525.058,11.4,5.3,16.9,0.0,0.0,289.6,11.2,25.9,1021.9,659.0
2020-05-18,516.415,14.4,4.3,22.1,0.0,0.0,247.8,14.0,38.2,1021.6,826.0
2020-05-19,395.968,15.7,8.0,21.4,0.0,0.0,294.8,11.5,33.8,1020.1,476.0
2020-05-20,187.603,14.0,9.0,16.2,0.0,0.0,36.5,7.6,18.7,1021.6,54.0
2020-05-21,529.636,14.9,5.6,21.5,0.0,0.0,55.7,7.6,22.7,1022.2,848.0
2020-05-22,272.072,17.8,10.5,23.9,1.3,0.0,195.0,12.6,33.8,1019.0,158.0
2020-05-23,206.641,12.8,9.5,16.1,7.0,0.0,257.1,20.2,45.0,1021.7,42.0
2020-05-24,343.028,11.5,7.4,16.2,2.3,0.0,252.3,23.8,58.3,1026.6,242.0
2020-05-25,361.493,12.0,7.7,16.5,1.7,0.0,308.2,19.1,50.8,1029.7,281.0
2020-05-26,373.477,11.8,4.8,17.8,0.0,0.0,314.5,7.6,22.0,1034.3,306.0
2020-05-27,490.025,14.9,5.9,21.2,0.0,0.0,285.8,9.7,34.9,1031.6,609.0
2020-05-28,519.72,13.5,8.6,18.3,3.8,0.0,9.7,14.0,36.0,1029.6,683.0
2020-05-29,450.573,13.1,6.7,18.1,0.0,0.0,44.7,10.8,34.2,1027.1,734.0
2020-05-30,430.559,12.3,7.9,17.2,0.2,0.0,27.1,13.7,42.8,1023.4,464.0
2020-05-31,448.476,12.6,6.3,18.7,0.0,0.0,16.5,11.9,43.6,1021.8,481.0
2020-01-06,567.257,2.5,-1.4,4.8,0.0,0.0,214.1,12.2,30.2,1027.7,168.0
2020-02-06,546.502,1.7,-1.4,3.4,0.0,0.0,256.4,13.0,27.0,1031.4,0.0
2020-03-06,332.053,5.0,2.6,7.8,0.5,0.0,219.5,23.4,54.0,992.7,12.0
2020-04-06,129.704,12.8,2.1,21.5,0.0,0.0,197.8,9.7,26.6,1022.2,740.0
2020-05-06,342.326,8.1,-1.7,15.5,0.0,0.0,303.3,10.4,28.4,1023.5,819.0
2020-06-06,327.192,10.8,6.3,16.1,0.2,0.0,216.3,21.2,46.1,1002.1,169.0
2020-07-06,316.291,14.9,7.9,19.7,0.8,0.0,261.4,25.2,59.8,1013.9,532.0
2020-08-06,305.222,22.0,11.3,29.1,0.0,0.0,101.4,9.4,27.4,1019.7,836.0
2020-09-06,282.382,13.1,7.0,18.2,0.0,0.0,272.8,11.5,28.8,1019.1,492.0
2020-10-06,207.136,11.5,9.8,14.4,0.4,0.0,208.7,25.6,57.2,1002.7,146.0
2020-11-06,156.174,4.0,-1.6,11.0,0.0,0.0,195.5,8.6,15.5,1034.5,504.0
2020-12-06,481.987,1.3,0.1,2.4,0.0,0.0,45.5,5.0,15.5,999.4,0.0
2020-06-13,463.385,21.5,14.6,28.8,5.3,0.0,46.8,10.4,57.2,1008.4,688.0
2020-06-14,199.916,18.0,16.4,20.6,41.4,0.0,343.2,8.6,24.1,1010.8,13.0
2020-06-15,169.518,16.8,14.8,19.0,7.9,0.0,269.8,14.4,35.6,1014.0,35.0
2020-06-16,344.136,17.3,14.1,22.8,10.8,0.0,277.4,9.4,28.4,1014.2,204.0
2020-06-17,397.358,19.8,14.9,24.7,0.0,0.0,56.1,8.6,34.2,1010.1,430.0
2020-06-18,112.489,15.3,12.0,16.8,14.8,0.0,264.1,16.9,32.0,1011.1,0.0
2020-06-19,369.072,16.7,10.7,21.8,2.7,0.0,270.6,16.2,38.9,1013.9,454.0
2020-06-20,263.424,16.4,12.5,19.6,14.5,0.0,283.3,15.5,38.9,1018.4,154.0
2020-06-21,509.796,17.7,10.8,22.5,0.0,0.0,290.6,10.4,28.1,1019.2,772.0
2020-06-22,398.59,17.7,12.2,21.9,0.0,0.0,282.4,13.3,35.6,1022.0,457.0
2020-06-23,539.717,18.0,9.5,23.4,0.0,0.0,315.7,8.3,28.8,1024.4,876.0
2020-06-24,496.23,18.5,10.1,23.9,0.0,0.0,51.0,9.0,31.3,1023.2,722.0
2020-06-25,304.636,18.8,14.0,23.9,0.7,0.0,45.6,9.4,30.2,1019.3,444.0
2020-06-26,532.489,21.0,13.4,27.6,0.0,0.0,101.5,8.3,36.0,1013.5,894.0
2020-06-27,418.915,21.0,14.1,27.6,3.3,0.0,213.5,16.2,55.1,1010.5,566.0
2020-06-28,294.244,19.5,14.4,24.4,0.0,0.0,222.8,18.4,43.6,1012.7,135.0
2020-06-29,446.55,16.5,11.5,21.2,0.2,0.0,231.6,16.6,54.7,1011.8,560.0
2020-06-30,549.658,16.3,10.7,21.0,0.0,0.0,234.2,22.7,54.7,1010.0,494.0
2020-01-07,470.648,2.0,-1.1,4.5,0.2,0.0,232.8,17.6,36.7,1026.3,36.0
2020-02-07,376.239,2.6,-0.3,4.7,0.0,0.0,193.4,9.4,23.4,1029.1,0.0
2020-03-07,419.678,3.3,0.1,5.4,1.7,0.0,268.1,20.9,44.3,1014.8,64.0
2020-04-07,468.17,12.6,3.7,19.1,0.0,0.0,121.3,12.2,33.5,1029.4,739.0
2020-05-07,314.991,11.9,1.8,19.7,0.0,0.0,292.3,12.2,28.8,1022.4,827.0
2020-06-07,395.585,13.5,10.3,16.5,0.0,0.0,223.6,15.8,34.9,1007.3,80.0
2020-07-07,392.79,14.1,7.3,19.9,0.0,0.0,260.1,14.0,40.0,1018.8,494.0
2020-08-07,180.331,23.9,12.4,31.7,0.0,0.0,45.5,7.6,25.2,1019.9,830.0
2020-09-07,361.63,13.5,6.4,20.1,0.0,0.0,260.3,9.7,27.0,1023.3,560.0
2020-10-07,295.186,11.5,10.0,14.5,0.3,0.0,238.3,23.8,48.2,1009.8,117.0
2020-11-07,413.956,2.9,-0.9,8.7,0.0,0.0,191.4,6.5,18.4,1027.6,469.0
2020-12-07,440.069,2.3,-0.2,3.8,0.0,0.0,195.0,13.0,35.3,1000.2,3.0
2020-07-13,533.052,17.6,7.7,24.1,0.0,0.0,35.2,5.8,20.5,1021.9,884.0
2020-07-14,383.519,19.2,10.5,26.3,0.0,0.0,218.9,11.5,34.2,1013.5,546.0
2020-07-15,209.955,14.5,10.5,17.6,5.0,0.0,276.0,10.1,38.9,1012.7,66.0
2020-07-16,216.396,14.4,11.3,17.7,0.0,0.0,265.7,12.6,27.7,1016.1,31.0
2020-07-17,377.225,15.9,8.1,21.5,0.0,0.0,302.6,8.3,24.1,1019.2,436.0
2020-07-18,415.68,18.9,10.1,24.9,0.0,0.0,341.2,7.6,21.2,1018.7,700.0
2020-07-19,442.88,20.9,11.5,27.5,0.0,0.0,256.5,9.0,29.9,1015.3,593.0
2020-07-20,331.4,18.4,13.0,23.7,0.5,0.0,277.4,13.7,36.4,1016.4,377.0
2020-07-21,477.107,17.0,12.2,23.0,0.0,0.0,356.9,10.4,33.8,1021.0,705.0
2020-07-22,511.478,16.5,7.6,23.4,0.0,0.0,357.6,8.3,26.3,1020.8,847.0
2020-07-23,504.063,17.8,9.6,23.6,0.0,0.0,12.7,7.6,24.5,1015.9,795.0
2020-07-24,384.776,20.6,13.9,27.7,0.0,0.0,239.9,15.1,42.1,1010.4,333.0
2020-07-25,405.779,20.3,15.3,26.4,0.0,0.0,248.9,13.0,43.6,1011.6,451.0
2020-07-26,320.141,19.0,14.7,23.8,8.6,0.0,215.5,17.6,46.8,1011.0,226.0
2020-07-27,351.775,20.0,10.8,25.9,0.0,0.0,200.7,11.9,30.2,1014.2,372.0
2020-07-28,383.272,22.2,14.8,27.2,0.0,0.0,248.0,19.8,52.2,1009.8,423.0
2020-07-29,521.71,17.8,11.0,23.7,0.0,0.0,276.9,14.8,47.5,1018.0,772.0
2020-07-30,501.196,18.8,8.7,26.9,0.0,0.0,290.8,8.6,29.2,1019.6,839.0
2020-07-31,505.817,21.8,12.5,28.6,0.0,0.0,39.9,7.2,21.6,1017.4,855.0
2020-01-08,419.092,5.5,3.7,7.3,2.8,0.0,225.0,24.8,46.8,1024.9,0.0
2020-02-08,163.072,4.0,-0.4,9.0,0.0,0.0,199.9,16.6,31.0,1023.2,327.0
2020-03-08,270.405,5.5,0.3,9.4,0.0,0.0,202.9,23.0,42.5,1015.5,148.0
2020-04-08,320.232,12.9,4.3,20.0,0.0,0.0,32.6,7.2,33.5,1025.6,740.0
2020-05-08,476.45,14.4,5.3,21.5,0.0,0.0,302.3,10.1,25.9,1017.1,696.0
2020-06-08,497.3,13.8,7.3,19.3,0.0,0.0,189.7,7.9,23.0,1013.0,210.0
2020-07-08,481.389,13.1,11.7,15.7,4.9,0.0,240.3,10.1,27.4,1016.2,36.0
2020-08-08,433.804,27.5,18.6,34.3,0.0,0.0,78.2,8.3,22.7,1018.1,731.0
2020-09-08,350.742,16.6,7.7,23.7,0.7,0.0,222.7,16.6,41.8,1024.8,727.0
2020-10-08,166.326,12.0,7.6,14.7,0.0,0.0,219.0,26.3,56.5,1016.4,63.0
2020-11-08,434.936,5.9,0.2,11.4,0.0,0.0,219.2,8.3,18.4,1024.6,447.0
2020-12-08,360.493,2.0,-0.1,5.1,0.0,0.0,57.6,6.8,15.8,1004.6,375.0
2020-08-13,175.1,21.7,17.6,25.2,0.0,0.0,288.2,9.0,22.7,1013.4,125.0
2020-08-14,160.897,20.1,17.7,22.9,2.3,0.0,256.8,9.7,26.3,1012.9,0.0
2020-08-15,202.934,19.9,17.4,24.2,11.2,0.0,213.0,7.2,15.5,1014.1,68.0
2020-08-16,343.554,22.3,16.5,28.3,0.0,0.0,125.8,7.6,28.8,1011.6,451.0
2020-08-17,161.789,19.3,15.0,22.8,2.4,0.0,230.2,13.3,33.5,1009.7,116.0
2020-08-18,345.333,19.0,14.1,25.1,1.3,0.0,254.2,12.6,35.3,1010.0,445.0
2020-08-19,410.083,19.8,13.6,25.3,0.0,0.0,253.4,9.4,21.2,1010.2,611.0
2020-08-20,388.066,23.2,17.3,28.8,0.0,0.0,200.1,13.3,36.7,1009.5,449.0
2020-08-21,391.618,26.4,19.8,33.1,0.0,0.0,208.9,18.7,47.5,1009.9,537.0
2020-08-22,269.544,21.1,16.7,24.9,4.6,0.0,226.6,18.7,44.6,1014.3,238.0
2020-08-23,264.905,18.1,14.3,22.8,0.0,0.0,245.0,19.8,51.1,1015.1,274.0
2020-08-24,266.088,16.5,11.5,21.3,0.0,0.0,244.7,19.1,51.5,1014.9,180.0
2020-08-25,285.058,17.3,10.1,22.3,0.1,0.0,219.6,16.2,45.4,1011.3,327.0
2020-08-26,264.94,18.7,15.8,21.5,0.0,0.0,236.3,42.1,96.5,1007.0,287.0
2020-08-27,328.112,16.7,13.6,20.8,0.0,0.0,270.1,16.9,41.4,1014.2,391.0
2020-08-28,258.592,17.5,13.1,22.2,0.1,0.0,199.9,18.7,43.6,1003.3,182.0
2020-08-29,285.729,17.1,13.3,21.1,0.0,0.0,224.9,16.9,45.0,1004.7,200.0
2020-08-30,110.525,14.8,11.8,18.7,8.9,0.0,320.6,10.1,37.1,1007.8,58.0
2020-08-31,118.643,14.1,12.6,16.9,5.2,0.0,282.2,12.6,33.8,1016.0,1.0
2020-01-09,149.279,8.3,5.6,10.3,4.3,0.0,203.3,23.0,42.8,1017.0,0.0
2020-02-09,354.505,8.7,4.2,11.9,0.3,0.0,206.3,40.3,92.9,1009.9,250.0
2020-03-09,296.376,6.3,1.4,10.0,0.3,0.0,233.4,19.1,42.5,1012.0,206.0
2020-04-09,208.401,11.7,2.9,18.5,0.0,0.0,36.9,11.2,22.3,1023.4,617.0
2020-05-09,118.417,15.6,7.5,21.6,0.0,0.0,49.9,8.6,30.2,1012.9,522.0
2020-06-09,376.91,13.7,7.9,19.0,1.5,0.0,18.9,9.7,33.8,1015.2,113.0
2020-07-09,383.649,17.9,12.4,24.3,0.5,0.0,217.4,15.5,44.3,1013.2,141.0
2020-08-09,439.672,26.0,17.0,34.8,0.7,0.0,54.9,11.5,41.4,1016.1,541.0
2020-09-09,419.748,18.9,10.1,26.2,1.0,0.0,230.1,16.2,43.2,1020.3,651.0
2020-10-09,400.229,11.9,8.6,15.0,10.4,0.0,244.1,11.5,46.4,1017.0,0.0
2020-11-09,374.917,3.6,2.1,6.5,0.0,0.0,72.5,7.2,16.9,1025.8,70.0
2020-12-09,370.578,0.8,-0.6,2.1,2.3,0.0,325.9,6.1,11.2,1008.8,0.0
2020-09-13,373.465,18.5,10.5,26.6,0.0,0.0,252.1,7.9,24.8,1025.2,676.0
2020-09-14,380.283,20.6,11.0,29.3,0.0,0.0,142.3,10.1,23.8,1025.1,694.0
2020-09-15,375.117,21.5,11.9,29.3,0.0,0.0,224.6,8.3,17.6,1019.8,683.0
2020-09-16,195.139,20.4,13.2,27.1,0.0,0.0,244.5,10.1,25.2,1017.9,265.0
2020-09-17,325.555,14.3,9.2,18.2,0.0,0.0,31.5,14.0,33.8,1026.1,417.0
2020-09-18,411.613,13.1,5.8,20.0,0.0,0.0,62.1,10.4,38.9,1026.3,691.0
2020-09-19,368.422,13.8,5.0,21.5,0.0,0.0,62.2,9.0,27.7,1020.5,596.0
2020-09-20,382.096,14.3,4.7,22.1,0.0,0.0,47.8,9.0,26.6,1017.3,678.0
2020-09-21,357.067,15.3,6.3,23.3,0.0,0.0,64.8,7.6,21.6,1015.7,669.0
2020-09-22,260.558,17.5,8.9,26.5,0.0,0.0,212.9,12.2,30.6,1010.0,584.0
2020-09-23,227.984,18.4,13.2,24.4,0.0,0.0,213.7,15.5,36.0,1005.2,369.0
2020-09-24,274.876,17.2,12.0,21.3,0.0,0.0,207.7,23.0,59.4,1003.3,447.0
2020-09-25,196.547,11.6,7.9,14.5,19.2,0.0,221.9,17.6,40.7,998.2,132.0
2020-09-26,42.37,7.9,5.9,9.2,19.8,0.0,248.5,11.5,29.2,996.8,0.0
2020-09-27,124.221,8.6,4.7,12.3,0.7,0.0,194.0,11.9,29.2,1003.6,75.0
2020-09-28,358.638,10.6,4.4,16.0,0.0,0.0,190.0,9.4,19.4,1010.8,537.0
2020-09-29,303.414,10.5,3.7,16.6,0.0,0.0,230.5,9.7,24.1,1016.2,517.0
2020-09-30,158.34,12.5,8.3,16.6,0.1,0.0,131.1,7.6,18.4,1015.2,57.0
2020-01-10,308.535,7.7,3.2,9.9,1.6,0.0,237.1,24.5,55.1,1017.2,15.0
2020-02-10,279.565,6.2,0.4,11.7,19.6,0.0,240.4,47.9,98.6,994.5,167.0
2020-03-10,177.686,6.4,1.5,11.9,1.8,0.0,214.6,32.0,63.4,1007.4,0.0
2020-04-10,224.655,10.7,4.4,17.6,0.0,0.0,357.3,9.4,28.8,1025.0,676.0
2020-05-10,166.618,15.3,8.2,21.3,1.4,0.0,320.4,6.5,21.6,1005.1,76.0
2020-06-10,147.069,13.3,11.8,16.0,8.0,0.0,331.3,10.4,25.6,1013.5,0.0
2020-07-10,168.329,18.7,11.9,25.8,0.0,0.0,237.5,21.6,62.6,1010.9,174.0
2020-08-10,113.019,21.3,19.5,23.9,5.0,0.0,45.8,9.0,25.6,1016.3,28.0
2020-09-10,47.536,15.8,10.3,19.5,0.3,0.0,349.8,10.4,43.2,1020.3,591.0
2020-10-10,165.414,8.5,4.4,12.3,0.3,0.0,245.6,17.3,45.7,1018.5,244.0
2020-11-10,201.291,2.2,1.1,3.3,0.1,0.0,150.6,3.2,11.2,1028.0,0.0
2020-12-10,163.479,1.0,0.1,1.8,1.1,0.0,283.8,4.0,10.1,1007.4,0.0
2020-10-13,148.762,6.9,2.3,10.6,0.0,0.0,322.0,8.6,20.5,1014.5,17.0
2020-10-14,50.019,7.2,6.6,7.9,16.6,0.0,329.6,20.2,41.4,1011.9,0.0
2020-10-15,28.406,7.4,6.9,8.0,8.4,0.0,7.3,17.6,37.1,1015.7,0.0
2020-10-16,92.467,7.4,6.3,9.5,4.2,0.0,13.8,16.6,34.2,1019.2,18.0
2020-10-17,76.535,6.8,6.1,7.9,3.1,0.0,301.0,10.4,23.0,1019.1,0.0
2020-10-18,207.293,7.8,5.9,10.5,0.1,0.0,253.4,18.7,35.6,1020.6,161.0
2020-10-19,107.239,7.9,3.7,11.8,0.0,0.0,215.5,13.0,24.8,1022.0,30.0
2020-10-20,124.56,9.5,3.8,14.7,0.0,0.0,188.1,15.8,32.4,1014.5,124.0
2020-10-21,96.805,14.7,10.3,18.9,0.0,0.0,194.2,19.1,44.3,1008.7,81.0
2020-10-22,213.588,16.2,12.7,18.7,0.0,0.0,208.4,23.0,45.7,1012.5,437.0
2020-10-23,41.44,14.1,11.6,16.0,0.3,0.0,217.5,15.1,28.8,1011.5,0.0
2020-10-24,232.267,12.6,9.1,16.6,0.2,0.0,229.3,22.0,46.1,1013.6,415.0
2020-10-25,71.525,12.2,9.5,14.8,0.0,0.0,194.4,16.6,37.1,1007.2,116.0
2020-10-26,33.532,9.6,7.1,11.2,2.3,0.0,205.6,14.4,38.5,1004.0,0.0
2020-10-27,132.872,8.4,5.8,10.9,0.0,0.0,207.1,22.7,45.4,1008.4,174.0
2020-10-28,176.715,9.9,8.1,12.9,2.3,0.0,207.9,26.6,55.4,1009.7,121.0
2020-10-29,179.852,9.1,7.0,11.7,3.8,0.0,237.8,23.0,53.6,1014.5,207.0
2020-10-30,43.322,12.0,8.1,13.6,3.5,0.0,239.4,27.4,55.4,1018.4,0.0
2020-10-31,88.83,11.9,9.0,14.5,0.0,0.0,216.3,16.9,31.0,1020.8,69.0
2020-01-11,64.893,2.8,0.0,5.3,0.1,0.0,253.3,15.5,34.2,1031.0,340.0
2020-02-11,90.911,2.9,0.9,5.3,8.2,0.0,250.9,46.4,88.6,1001.5,415.0
2020-03-11,97.385,9.7,6.9,11.9,17.7,0.0,244.6,21.6,64.1,1009.9,0.0
2020-04-11,161.315,9.4,0.2,15.8,0.0,0.0,58.7,8.6,23.8,1024.9,758.0
2020-05-11,232.106,5.0,-0.2,13.5,21.8,0.0,354.8,16.9,44.3,1008.2,75.0
2020-06-11,232.757,13.7,11.6,16.2,2.6,0.0,22.6,7.2,17.3,1010.4,16.0
2020-07-11,227.061,14.4,9.0,19.9,0.0,0.0,320.3,10.1,36.7,1022.4,538.0
2020-08-11,189.535,24.2,18.1,31.9,0.0,0.0,75.0,10.4,50.0,1016.6,570.0
2020-09-11,157.554,15.4,6.5,22.8,0.0,0.0,7.6,6.8,25.6,1017.1,616.0
2020-10-11,35.844,6.7,3.2,11.1,0.2,0.0,223.2,14.8,31.3,1018.6,185.0
2020-11-11,40.384,6.4,3.2,8.9,0.0,0.0,229.5,8.6,20.9,1025.5,0.0
2020-12-11,94.923,1.3,0.1,1.9,0.0,0.0,169.0,13.0,29.5,1000.5,0.0
2020-11-13,174.916,8.2,2.0,12.4,0.0,0.0,204.9,17.3,32.8,1019.4,354.0
2020-11-14,171.357,11.5,8.9,15.8,0.0,0.0,206.2,17.3,34.6,1018.0,374.0
2020-11-15,66.97,11.3,9.0,14.9,0.0,0.0,171.2,20.2,51.8,1011.6,124.0
2020-11-16,108.57,9.3,7.7,11.2,0.3,0.0,219.4,23.4,41.8,1014.4,113.0
2020-11-17,35.815,9.2,6.7,10.2,0.0,0.0,224.2,23.0,45.4,1024.7,0.0
2020-11-18,155.466,10.0,7.3,13.7,0.0,0.0,214.9,14.4,39.6,1023.9,268.0
2020-11-19,68.922,7.8,1.5,11.0,2.4,0.0,246.5,26.3,58.0,1019.7,99.0
2020-11-20,94.992,1.9,-1.8,5.6,0.4,0.0,265.2,15.5,34.9,1032.8,153.0
2020-11-21,113.3,1.7,-3.4,5.4,0.0,0.0,216.4,19.8,46.8,1032.2,191.0
2020-11-22,59.883,5.8,3.8,9.0,0.0,0.0,231.3,22.7,43.6,1025.6,112.0
2020-11-23,152.771,4.6,-0.9,7.9,0.6,0.0,245.8,14.8,30.2,1027.7,224.0
2020-11-24,184.323,1.1,-2.9,6.7,0.0,0.0,190.9,10.4,29.2,1026.1,431.0
2020-11-25,175.181,1.1,-4.4,7.2,0.0,0.0,201.8,10.4,26.3,1020.5,446.0
2020-11-26,154.093,1.2,-2.5,6.6,0.0,0.0,236.0,14.4,27.0,1022.1,348.0
2020-11-27,85.56,1.5,-1.5,6.0,0.0,0.0,287.8,7.2,19.4,1021.6,190.0
2020-11-28,20.49,0.5,-0.7,1.8,0.0,0.0,69.1,9.0,30.6,1023.8,0.0
2020-11-29,28.69,0.9,-0.6,2.2,0.0,0.0,85.9,5.8,25.2,1026.4,0.0
2020-11-30,173.988,-0.5,-6.2,3.2,0.0,0.0,231.6,12.2,30.6,1023.8,369.0
2020-01-12,21.255,2.3,-0.2,4.2,0.0,0.0,216.7,22.7,51.8,1024.0,280.0
