time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2014-02-18,4.7,-0.7,9.0,3.3,0.0,,,,,
2014-02-19,6.0,3.7,8.3,0.3,0.0,,,,,
2014-02-20,7.6,4.4,11.8,2.0,0.0,,,,,
2014-02-21,7.1,3.4,9.6,1.1,0.0,,,,,
2014-02-22,5.0,2.8,7.1,0.0,0.0,,,,,
2014-02-23,6.0,2.0,10.4,0.0,0.0,,,,,
2014-02-24,6.8,2.1,12.2,0.0,0.0,,,,,
2014-02-25,7.9,1.3,14.2,0.0,0.0,,,,,
2014-02-26,7.1,-0.3,10.8,0.0,0.0,,,,,
2014-02-27,5.0,-1.9,11.7,0.4,0.0,,,,,
2014-02-28,3.8,-1.8,6.7,2.9,0.0,,,,,
2014-03-01,3.2,-2.6,7.6,1.6,0.0,,,,,
2014-03-02,4.4,-0.3,8.6,0.0,0.0,,,,,
2014-03-03,5.5,-0.5,11.0,0.0,0.0,,,,,
2014-03-04,4.9,-1.0,10.7,0.0,0.0,,,,,
2014-03-05,3.9,-1.2,11.3,0.0,0.0,,,,,
2014-03-06,5.4,-0.2,12.4,0.0,0.0,,,,,
2014-03-07,8.3,3.7,13.4,0.2,0.0,,,,,
2014-03-08,7.0,-1.3,13.4,0.0,0.0,,,,,
2014-03-09,11.3,1.4,20.1,0.0,0.0,,,,,
2014-03-10,9.8,1.2,18.9,0.0,0.0,,,,,
2014-03-11,7.3,1.3,13.8,0.0,0.0,,,,,
2014-03-12,5.9,-1.0,14.0,0.0,0.0,,,,,
2014-03-13,6.6,-1.5,16.3,0.0,0.0,,,,,
2014-03-14,6.0,2.7,8.7,1.0,0.0,,,,,
2014-03-15,8.0,6.8,10.5,1.9,0.0,,,,,
2014-03-16,8.8,7.5,10.2,0.2,0.0,,,,,
2014-03-17,9.2,8.3,10.6,0.0,0.0,,,,,
2014-03-18,8.6,6.6,10.2,2.3,0.0,,,,,
2014-03-19,9.4,6.9,12.6,0.0,0.0,,,,,
2014-03-20,13.1,7.0,19.4,0.0,0.0,,,,,
2014-03-21,7.9,2.9,13.1,11.6,0.0,,,,,
2014-03-22,5.9,2.0,12.4,2.7,0.0,,,,,
2014-03-23,5.4,2.0,11.4,0.2,0.0,,,,,
2014-03-24,5.1,1.0,10.3,0.0,0.0,,,,,
2014-03-25,5.5,-0.5,10.9,0.3,0.0,,,,,
2014-03-26,6.4,2.4,11.8,0.0,0.0,,,,,
2014-03-27,5.8,1.9,11.7,0.0,0.0,,,,,
2014-03-28,5.8,2.1,8.7,0.0,0.0,,,,,
2014-03-29,9.1,4.6,15.5,0.0,0.0,,,,,
2014-03-30,10.2,1.4,18.3,0.0,0.0,,,,,
2014-03-31,9.0,3.7,14.3,0.0,0.0,,,,,
2014-04-01,7.7,2.7,13.6,0.0,0.0,,,,,
2014-04-02,11.0,4.9,18.8,0.0,0.0,,,,,
2014-04-03,9.4,4.7,16.5,0.0,0.0,,,,,
2014-04-04,6.5,5.6,7.5,14.6,0.0,,,,,
2014-04-05,8.6,6.9,11.3,1.3,0.0,,,,,
2014-04-06,11.9,8.2,15.6,6.5,0.0,,,,,
2014-04-07,15.6,12.2,19.8,1.7,0.0,,,,,
2014-04-08,10.2,6.0,16.3,6.4,0.0,,,,,
2014-04-09,8.4,5.5,11.3,0.1,0.0,,,,,
2014-04-10,9.0,4.9,12.5,0.2,0.0,,,,,
2014-04-11,9.4,3.9,14.6,0.0,0.0,,,,,
2014-04-12,8.0,2.0,14.7,0.8,0.0,,,,,
2014-04-13,9.9,7.0,13.5,6.8,0.0,,,,,
2014-04-14,7.5,5.3,10.3,0.4,0.0,,,,,
2014-04-15,7.6,1.7,12.5,0.0,0.0,,,,,
2014-04-16,7.5,-0.3,13.9,0.0,0.0,,,,,
2014-04-17,9.9,2.2,16.4,4.5,0.0,,,,,
2014-04-18,7.5,4.2,11.3,2.1,0.0,,,,,
2014-04-19,10.3,2.8,16.9,0.0,0.0,,,,,
2014-04-20,13.6,6.7,20.4,1.6,0.0,,,,,
2014-04-21,12.2,9.0,19.1,0.9,0.0,,,,,
2014-04-22,13.3,8.1,19.9,4.3,0.0,,,,,
2014-04-23,13.0,9.6,17.7,0.0,0.0,,,,,
2014-04-24,10.4,7.0,14.8,0.0,0.0,,,,,
2014-04-25,14.4,7.0,22.4,0.0,0.0,,,,,
2014-04-26,15.6,7.3,22.3,0.0,0.0,,,,,
2014-04-27,16.1,9.5,21.8,0.0,0.0,,,,,
2014-04-28,14.0,9.1,20.4,0.0,0.0,,,,,
2014-04-29,14.9,9.3,21.7,0.0,0.0,,,,,
2014-04-30,14.1,7.8,19.0,0.0,0.0,,,,,
2014-05-01,10.9,7.9,16.2,0.4,,,,,,
2014-05-02,8.3,2.3,12.2,0.0,,,,,,
2014-05-03,7.9,1.0,13.6,0.0,,,,,,
2014-05-04,8.1,5.3,11.1,0.1,,,,,,
2014-05-05,9.8,4.8,14.7,0.0,,,,,,
2014-05-06,12.9,6.8,19.8,2.7,,,,,,
2014-05-07,12.1,9.4,16.8,9.8,,,,,,
2014-05-08,10.8,9.3,14.1,7.3,,,,,,
2014-05-09,11.2,8.6,16.2,15.1,,,,,,
2014-05-10,11.3,8.9,15.6,12.0,,,,,,
2014-05-11,10.8,9.4,14.0,3.7,,,,,,
2014-05-12,10.5,7.9,14.0,10.2,,,,,,
2014-05-13,9.8,5.3,13.7,3.0,,,,,,
2014-05-14,9.3,5.0,13.6,0.2,,,,,,
2014-05-15,10.4,6.2,16.5,0.0,,,,,,
2014-05-16,11.7,4.8,17.5,0.0,,,,,,
2014-05-17,13.1,6.4,19.7,0.0,,,,,,
2014-05-18,14.4,8.0,22.2,1.0,,,,,,
2014-05-19,14.3,10.4,18.7,0.0,,,,,,
2014-05-20,18.8,9.6,27.0,0.0,,,,,,
2014-05-21,21.8,15.3,29.3,0.0,,,,,,
2014-05-22,22.5,15.6,29.7,7.2,,,,,,
2014-05-23,15.7,10.6,19.1,7.1,,,,,,
2014-05-24,15.6,8.9,22.8,3.1,,,,,,
2014-05-25,16.7,11.9,22.0,0.0,,,,,,
2014-05-26,17.8,11.0,23.2,0.0,,,,,,
2014-05-27,14.1,11.0,19.9,1.1,,,,,,
2014-05-28,10.7,8.0,12.4,0.0,,,,,,
2014-05-29,10.8,5.7,16.2,0.0,,,,,,
2014-05-30,13.2,3.3,20.7,0.0,,,,,,
2014-05-31,13.1,7.1,18.4,0.0,,,,,,
2014-06-01,11.4,6.6,14.6,0.0,,,,,,
2014-06-02,14.6,5.0,21.3,0.0,,,,,,
2014-06-03,16.8,7.9,23.6,0.0,,,,,,
2014-06-04,18.2,10.0,24.5,11.3,,,,,,
2014-06-05,14.5,11.4,18.4,3.3,,,,,,
2014-06-06,16.6,11.5,23.0,0.0,,,,,,
2014-06-07,19.3,9.9,26.9,0.0,,,,,,
2014-06-08,19.6,14.4,27.5,5.8,,,,,,
2014-06-09,19.2,15.2,26.1,4.5,,,,,,
2014-06-10,22.8,16.6,30.3,0.0,,,,,,
2014-06-11,18.6,11.4,22.8,0.3,,,,,,
2014-06-12,16.1,10.2,21.4,0.0,,,,,,
2014-06-13,15.5,11.5,20.2,0.2,,,,,,
2014-06-14,15.8,11.3,22.1,0.0,,,,,,
2014-06-15,16.1,9.5,22.1,0.0,,,,,,
2014-06-16,14.3,9.2,18.3,0.0,,,,,,
2014-06-17,17.6,10.5,22.9,0.0,,,,,,
2014-06-18,14.9,9.0,20.3,0.0,,,,,,
2014-06-19,14.4,12.5,17.7,1.4,,,,,,
2014-06-20,14.1,11.6,17.6,0.2,,,,,,
2014-06-21,14.0,11.1,18.8,2.2,,,,,,
2014-06-22,13.2,8.5,17.9,0.0,,,,,,
2014-06-23,13.7,8.7,18.2,2.4,,,,,,
2014-06-24,13.8,11.0,17.2,2.6,,,,,,
2014-06-25,14.1,8.6,20.5,0.1,,,,,,
2014-06-26,14.3,7.1,21.8,0.0,,,,,,
2014-06-27,15.8,7.2,23.5,0.8,,,,,,
2014-06-28,17.0,13.9,22.2,9.7,,,,,,
2014-06-29,15.5,10.9,20.7,1.1,,,,,,
2014-06-30,14.5,9.0,20.1,0.0,,,,,,
2014-07-01,13.4,8.6,17.8,2.3,,,,,,
2014-07-02,14.7,9.8,18.9,1.0,,,,,,
2014-07-03,17.2,9.4,25.0,0.0,,,,,,
2014-07-04,21.7,10.2,29.2,0.1,,,,,,
2014-07-05,21.5,17.1,29.2,5.2,,,,,,
2014-07-06,23.0,16.2,29.1,4.6,,,,,,
2014-07-07,19.3,15.4,23.2,0.0,,,,,,
2014-07-08,17.5,14.7,21.4,30.4,,,,,,
2014-07-09,21.7,17.7,28.6,1.6,,,,,,
2014-07-10,22.5,17.0,28.3,0.0,,,,,,
2014-07-11,20.3,14.6,25.3,0.0,,,,,,
2014-07-12,18.4,12.8,23.3,0.4,,,,,,
2014-07-13,16.6,14.5,22.8,5.7,,,,,,
2014-07-14,18.6,15.4,23.3,0.0,,,,,,
2014-07-15,19.3,13.7,24.2,0.0,,,,,,
2014-07-16,18.8,11.4,24.1,0.0,,,,,,
2014-07-17,19.7,10.1,26.3,0.0,,,,,,
2014-07-18,22.9,15.6,29.3,0.0,,,,,,
2014-07-19,25.0,18.8,31.5,0.0,,,,,,
2014-07-20,24.1,18.1,29.9,5.2,,,,,,
2014-07-21,22.1,17.0,27.9,0.0,,,,,,
2014-07-22,21.9,16.2,27.7,0.0,,,,,,
2014-07-23,21.6,15.4,27.1,0.0,,,,,,
2014-07-24,19.9,15.2,26.4,8.2,,,,,,
2014-07-25,19.8,16.8,25.7,5.6,,,,,,
2014-07-26,21.0,15.7,26.6,0.0,,,,,,
2014-07-27,21.3,14.0,28.0,0.0,,,,,,
2014-07-28,22.0,15.6,28.3,0.0,,,,,,
2014-07-29,22.9,16.8,28.8,1.3,,,,,,
2014-07-30,19.7,14.1,24.4,0.0,,,,,,
2014-07-31,19.0,13.0,24.5,0.0,,,,,,
2014-08-01,21.2,11.8,28.6,0.0,,,,,,
2014-08-02,22.2,15.4,28.0,0.2,,,,,,
2014-08-03,21.9,17.1,28.6,0.0,,,,,,
2014-08-04,19.4,16.2,23.9,0.0,,,,,,
2014-08-05,18.8,12.1,23.7,0.0,,,,,,
2014-08-06,18.1,8.4,25.5,0.3,,,,,,
2014-08-07,17.8,14.5,22.2,8.1,,,,,,
2014-08-08,19.5,10.7,25.6,0.0,,,,,,
2014-08-09,19.6,12.8,23.7,5.5,,,,,,
2014-08-10,19.8,12.6,25.7,2.6,,,,,,
2014-08-11,17.2,13.5,22.5,0.3,,,,,,
2014-08-12,15.1,12.2,20.9,5.6,,,,,,
2014-08-13,16.8,10.6,23.5,0.1,,,,,,
2014-08-14,15.9,11.5,21.3,0.1,,,,,,
2014-08-15,15.7,11.7,20.7,0.6,,,,,,
2014-08-16,14.4,11.2,18.5,3.9,,,,,,
2014-08-17,14.7,12.4,18.3,4.5,,,,,,
2014-08-18,13.9,11.4,17.7,9.8,,,,,,
2014-08-19,12.8,9.8,18.6,1.1,,,,,,
2014-08-20,12.0,8.6,16.7,6.8,,,,,,
2014-08-21,13.1,7.4,19.2,0.4,,,,,,
2014-08-22,13.9,11.1,19.4,10.4,,,,,,
2014-08-23,12.7,8.3,18.5,3.4,,,,,,
2014-08-24,12.1,8.3,17.7,0.3,,,,,,
2014-08-25,11.4,4.9,17.9,0.0,,,,,,
2014-08-26,12.2,3.1,19.1,0.0,,,,,,
2014-08-27,14.7,7.6,21.6,0.0,,,,,,
2014-08-28,16.2,5.7,24.3,0.0,,,,,,
2014-08-29,17.8,13.8,23.2,0.3,,,,,,
2014-08-30,16.0,13.0,20.8,0.4,,,,,,
2014-08-31,15.3,10.8,20.4,0.0,,,,,,
2014-09-01,15.4,10.9,17.9,1.3,,,,,,
2014-09-02,17.1,12.4,21.8,0.0,,,,,,
2014-09-03,15.9,8.9,21.9,0.0,,,,,,
2014-09-04,17.0,10.2,23.9,0.0,,,,,,
2014-09-05,18.9,12.1,25.8,0.0,,,,,,
2014-09-06,19.5,14.6,25.9,0.0,,,,,,
2014-09-07,17.2,11.9,22.6,0.0,,,,,,
2014-09-08,15.0,9.9,20.7,0.0,,,,,,
2014-09-09,14.6,11.3,19.4,0.7,,,,,,
2014-09-10,15.5,12.8,20.5,1.7,,,,,,
2014-09-11,14.8,11.3,20.0,0.0,,,,,,
2014-09-12,15.7,11.4,22.2,0.0,,,,,,
2014-09-13,16.1,12.2,21.2,0.1,,,,,,
2014-09-14,16.9,15.0,19.8,3.9,,,,,,
2014-09-15,18.5,14.7,23.9,0.0,,,,,,
2014-09-16,18.3,12.8,24.0,0.0,,,,,,
2014-09-17,18.3,13.4,23.5,0.0,,,,,,
2014-09-18,17.2,13.1,23.0,0.0,,,,,,
2014-09-19,17.2,11.3,23.8,0.0,,,,,,
2014-09-20,17.4,10.7,24.1,0.0,,,,,,
2014-09-21,15.6,12.1,19.3,1.6,,,,,,
2014-09-22,12.5,8.1,15.4,0.0,,,,,,
2014-09-23,11.5,2.7,17.7,0.0,,,,,,
2014-09-24,13.1,11.4,17.0,1.7,,,,,,
2014-09-25,13.7,10.9,17.3,0.7,,,,,,
2014-09-26,15.1,11.1,17.7,0.4,,,,,,
2014-09-27,13.0,6.5,19.7,0.0,,,,,,
2014-09-28,13.8,6.3,21.1,0.0,,,,,,
2014-09-29,14.9,6.8,21.1,0.2,,,,,,
2014-09-30,16.6,13.8,20.2,4.4,,,,,,
2014-10-01,15.4,8.8,21.2,0.0,0.0,,,,,
2014-10-02,16.0,12.9,19.6,0.0,0.0,,,,,
2014-10-03,17.0,11.4,23.4,0.0,0.0,,,,,
2014-10-04,14.2,9.1,20.9,0.0,0.0,,,,,
2014-10-05,12.1,8.0,18.3,0.0,0.0,,,,,
2014-10-06,13.3,9.1,17.0,0.0,0.0,,,,,
2014-10-07,12.3,10.7,16.4,8.8,0.0,,,,,
2014-10-08,12.5,8.5,15.0,1.9,0.0,,,,,
2014-10-09,16.0,13.1,19.0,0.0,0.0,,,,,
2014-10-10,13.6,8.1,18.6,0.0,0.0,,,,,
2014-10-11,13.2,6.5,19.2,16.5,0.0,,,,,
2014-10-12,12.3,8.2,17.1,6.1,0.0,,,,,
2014-10-13,12.8,10.9,14.5,1.9,0.0,,,,,
2014-10-14,13.4,9.9,18.3,0.1,0.0,,,,,
2014-10-15,13.0,11.3,15.9,0.9,0.0,,,,,
2014-10-16,12.7,10.9,14.3,7.0,0.0,,,,,
2014-10-17,13.0,10.4,16.7,0.0,0.0,,,,,
2014-10-18,13.8,9.2,17.2,0.0,0.0,,,,,
2014-10-19,16.9,13.4,22.6,1.1,0.0,,,,,
2014-10-20,13.8,11.7,16.1,6.9,0.0,,,,,
2014-10-21,11.5,8.4,13.0,10.2,0.0,,,,,
2014-10-22,11.1,8.5,14.6,2.3,0.0,,,,,
2014-10-23,11.2,6.9,13.8,0.0,0.0,,,,,
2014-10-24,11.8,10.7,15.0,0.3,0.0,,,,,
2014-10-25,11.4,10.0,13.8,0.9,0.0,,,,,
2014-10-26,11.6,7.9,14.3,0.0,0.0,,,,,
2014-10-27,12.2,9.4,16.1,0.0,0.0,,,,,
2014-10-28,8.8,4.3,15.0,0.0,0.0,,,,,
2014-10-29,7.2,4.1,8.9,0.4,0.0,,,,,
2014-10-30,7.6,1.0,11.3,0.0,0.0,,,,,
2014-10-31,12.2,7.2,16.4,0.0,0.0,,,,,
2014-11-01,13.0,7.0,19.6,0.0,0.0,,,,,
2014-11-02,12.5,8.1,16.9,1.7,0.0,,,,,
2014-11-03,13.8,11.2,16.3,2.4,0.0,,,,,
2014-11-04,11.2,8.7,15.0,6.6,0.0,,,,,
2014-11-05,8.9,8.1,9.9,1.6,0.0,,,,,
2014-11-06,7.4,3.9,12.1,0.0,0.0,,,,,
2014-11-07,6.0,1.2,9.4,0.3,0.0,,,,,
2014-11-08,7.8,3.3,12.6,0.0,0.0,,,,,
2014-11-09,6.1,2.7,11.0,0.0,0.0,,,,,
2014-11-10,7.0,2.4,10.8,0.6,0.0,,,,,
2014-11-11,6.8,1.0,10.3,0.0,0.0,,,,,
2014-11-12,9.3,8.5,10.2,0.0,0.0,,,,,
2014-11-13,9.5,8.3,11.0,0.0,0.0,,,,,
2014-11-14,10.5,9.2,11.9,0.0,0.0,,,,,
2014-11-15,9.8,9.2,10.4,0.0,0.0,,,,,
2014-11-16,8.5,6.7,10.5,2.6,0.0,,,,,
2014-11-17,7.1,4.2,10.1,0.0,0.0,,,,,
2014-11-18,7.4,6.3,8.8,0.0,0.0,,,,,
2014-11-19,7.2,6.5,8.1,0.0,0.0,,,,,
2014-11-20,5.4,-0.6,8.5,0.0,0.0,,,,,
2014-11-21,1.2,-1.4,3.7,0.0,0.0,,,,,
2014-11-22,4.3,1.6,6.0,1.1,0.0,,,,,
2014-11-23,6.6,4.5,10.4,3.3,0.0,,,,,
2014-11-24,8.6,5.2,10.9,2.4,0.0,,,,,
2014-11-25,2.6,-0.7,5.2,0.0,0.0,,,,,
2014-11-26,3.4,1.4,5.4,0.0,0.0,,,,,
2014-11-27,2.6,1.4,4.0,0.0,0.0,,,,,
2014-11-28,1.8,1.3,2.2,0.0,0.0,,,,,
2014-11-29,0.5,-1.0,1.4,0.0,0.0,,,,,
2014-11-30,-0.9,-1.4,0.1,0.0,0.0,,,,,
2014-12-01,-2.2,-3.6,0.1,0.0,0.0,,,,,
2014-12-02,-3.1,-3.9,-2.5,0.0,0.0,,,,,
2014-12-03,-2.4,-3.7,-1.5,0.0,0.0,,,,,
2014-12-04,0.5,-1.9,1.7,2.5,0.0,,,,,
2014-12-05,2.0,1.0,3.1,0.0,0.0,,,,,
2014-12-06,3.5,-1.1,7.7,0.1,0.0,,,,,
2014-12-07,3.9,1.0,5.4,4.5,0.0,,,,,
2014-12-08,3.1,1.1,5.3,0.0,0.0,,,,,
2014-12-09,2.7,2.0,3.6,1.1,0.0,,,,,
2014-12-10,4.4,2.8,6.9,2.2,0.0,,,,,
2014-12-11,3.8,2.5,5.7,3.3,0.0,,,,,
2014-12-12,6.1,3.2,8.8,9.4,0.0,,,,,
2014-12-13,3.5,-0.4,5.3,0.0,0.0,,,,,
2014-12-14,2.6,0.9,4.3,0.1,0.0,,,,,
2014-12-15,4.0,1.5,5.5,2.1,0.0,,,,,
2014-12-16,4.5,2.2,6.3,0.5,0.0,,,,,
2014-12-17,3.9,1.1,7.5,3.9,0.0,,,,,
2014-12-18,10.1,7.2,11.8,12.1,0.0,,,,,
2014-12-19,8.8,3.7,11.6,15.9,0.0,,,,,
2014-12-20,5.6,3.3,7.3,8.9,0.0,,,,,
2014-12-21,6.0,3.8,8.6,5.8,0.0,,,,,
2014-12-22,10.4,8.2,11.9,27.6,0.0,,,,,
2014-12-23,9.9,9.3,10.7,9.3,0.0,,,,,
2014-12-24,7.5,4.0,9.9,3.7,0.0,,,,,
2014-12-25,3.8,-0.6,6.9,2.5,0.0,,,,,
2014-12-26,-1.6,-3.6,0.5,0.0,0.0,,,,,
2014-12-27,-1.4,-4.6,-0.1,0.0,0.0,,,,,
2014-12-28,-2.5,-6.3,0.9,0.4,0.0,,,,,
2014-12-29,0.8,-1.1,2.1,1.2,0.0,,,,,
2014-12-30,3.7,1.6,5.4,0.1,0.0,,,,,
2014-12-31,5.6,2.9,7.8,0.0,0.0,,,,,
2015-01-01,3.5,1.4,5.5,3.5,0.0,,,,,
2015-01-02,6.4,4.2,9.0,1.1,0.0,,,,,
2015-01-03,4.5,2.7,5.8,4.1,0.0,,,,,
2015-01-04,3.8,2.0,6.2,0.0,0.0,,,,,
2015-01-05,3.6,2.2,4.4,0.0,0.0,,,,,
2015-01-06,2.8,1.1,4.0,0.3,0.0,,,,,
2015-01-07,4.3,1.9,6.5,0.2,0.0,,,,,
2015-01-08,5.0,2.9,7.0,10.4,0.0,,,,,
2015-01-09,6.8,5.1,9.4,24.7,0.0,,,,,
2015-01-10,8.6,4.5,12.2,7.2,0.0,,,,,
2015-01-11,4.2,2.7,5.7,10.4,0.0,,,,,
2015-01-12,7.1,5.7,8.7,10.4,0.0,,,,,
2015-01-13,7.5,5.0,9.4,13.0,0.0,,,,,
2015-01-14,3.7,1.3,6.2,2.4,0.0,,,,,
2015-01-15,6.0,1.8,9.0,4.9,0.0,,,,,
2015-01-16,5.5,1.8,7.6,0.0,0.0,,,,,
2015-01-17,2.2,0.2,5.5,0.0,0.0,,,,,
2015-01-18,1.5,0.4,2.2,1.2,0.0,,,,,
2015-01-19,0.3,-1.1,1.5,0.0,0.0,,,,,
2015-01-20,-0.2,-1.1,1.8,0.0,0.0,,,,,
2015-01-21,-2.3,-5.0,-0.2,0.0,0.0,,,,,
2015-01-22,-1.4,-3.0,0.9,0.0,0.0,,,,,
2015-01-23,-2.4,-3.0,-1.5,0.0,0.0,,,,,
2015-01-24,-0.9,-2.5,1.2,3.8,0.0,,,,,
2015-01-25,1.7,-0.3,3.7,1.7,50.0,,,,,
2015-01-26,3.3,2.0,5.5,5.8,0.0,,,,,
2015-01-27,3.8,1.8,6.9,0.0,0.0,,,,,
2015-01-28,3.9,1.3,6.1,8.4,0.0,,,,,
2015-01-29,1.9,0.8,3.1,0.2,0.0,,,,,
2015-01-30,0.5,-1.5,1.7,0.0,0.0,,,,,
2015-01-31,0.5,-1.9,2.6,0.4,0.0,,,,,
2015-02-01,0.5,-2.6,1.3,0.2,0.0,,,,,
2015-02-02,1.1,-0.1,3.8,1.8,0.0,,,,,
2015-02-03,-0.6,-1.5,0.7,0.1,0.0,,,,,
2015-02-04,-1.9,-5.1,-0.1,0.2,0.0,,,,,
2015-02-05,-0.4,-2.3,1.9,0.0,10.0,,,,,
2015-02-06,-2.4,-5.2,1.3,0.0,0.0,,,,,
2015-02-07,1.7,-5.1,5.8,0.5,0.0,,,,,
2015-02-08,3.0,1.1,4.9,0.6,0.0,,,,,
2015-02-09,5.8,4.9,6.8,0.3,0.0,,,,,
2015-02-10,5.5,1.9,7.0,0.1,0.0,,,,,
2015-02-11,3.1,1.1,4.0,0.0,0.0,,,,,
2015-02-12,1.5,-0.3,3.2,0.0,0.0,,,,,
2015-02-13,0.8,-0.7,3.8,0.0,0.0,,,,,
2015-02-14,1.9,-1.6,7.3,0.0,0.0,,,,,
2015-02-15,2.0,-0.6,3.9,0.0,0.0,,,,,
2015-02-16,1.7,-1.1,3.8,0.0,0.0,,,,,
2015-02-17,0.5,-3.7,3.8,0.0,0.0,,,,,
2015-02-18,2.4,-0.3,7.1,0.0,0.0,,,,,
2015-02-19,2.7,0.3,7.1,0.0,0.0,,,,,
2015-02-20,3.9,0.8,6.5,8.1,0.0,,,,,
2015-02-21,4.1,1.5,5.9,3.7,0.0,,,,,
2015-02-22,3.4,1.8,7.2,1.1,0.0,,,,,
2015-02-23,3.4,1.1,4.8,1.9,0.0,,,,,
2015-02-24,4.0,2.0,6.7,2.0,0.0,,,,,
2015-02-25,4.3,1.3,8.3,3.1,0.0,,,,,
2015-02-26,5.6,3.6,8.6,3.5,0.0,,,,,
2015-02-27,4.5,1.1,7.2,2.7,0.0,,,,,
2015-02-28,3.2,-0.2,7.3,2.3,0.0,,,,,
2015-03-01,5.0,2.9,10.2,5.2,0.0,,,,,
2015-03-02,4.4,0.7,7.9,7.9,0.0,,,,,
2015-03-03,3.0,0.5,6.7,3.4,0.0,,,,,
2015-03-04,3.4,0.8,7.3,2.2,0.0,,,,,
2015-03-05,4.8,1.5,8.3,0.0,0.0,,,,,
2015-03-06,7.0,4.8,9.7,0.0,0.0,,,,,
2015-03-07,8.3,4.6,12.3,0.0,0.0,,,,,
2015-03-08,10.1,4.3,17.3,0.0,0.0,,,,,
2015-03-09,7.3,3.2,12.8,1.0,0.0,,,,,
2015-03-10,7.1,2.6,11.1,0.0,0.0,,,,,
2015-03-11,5.2,1.7,10.5,0.0,0.0,,,,,
2015-03-12,4.2,-1.4,10.9,0.0,0.0,,,,,
2015-03-13,3.1,-0.7,6.4,0.0,0.0,,,,,
2015-03-14,4.7,3.1,6.6,0.0,0.0,,,,,
2015-03-15,5.7,3.9,7.2,0.0,0.0,,,,,
2015-03-16,8.8,5.1,12.8,0.0,0.0,,,,,
2015-03-17,9.1,5.2,14.8,0.0,0.0,,,,,
2015-03-18,9.4,5.1,15.0,0.0,0.0,,,,,
2015-03-19,7.5,1.5,14.3,0.0,0.0,,,,,
2015-03-20,3.2,-1.3,7.9,3.0,0.0,,,,,
2015-03-21,4.6,2.5,7.6,1.9,0.0,,,,,
