Datum,Produktion,Verbrauch,Netzeinspeisung,Netzbezug
2019-05-10,10.392,7.093,2.971,2.989
2019-06-10,7.438,3.625,2.437,0.467
2019-07-10,9.44,3.38,4.416,0.042
2019-08-10,3.209,3.244,0.196,0.08
2019-09-10,2.766,3.413,0.08,0.574
2019-10-10,5.607,3.753,0.619,1.582
2019-11-10,0.611,3.741,0.039,1.64
2019-12-10,1.439,5.093,0.024,3.911
2019-10-13,2.428,14.865,0.018,12.837
2019-10-14,7.082,3.962,1.68,1.754
2019-10-15,9.58,5.909,2.527,0.697
2019-10-16,4.562,4.332,0.219,0.618
2019-10-17,1.625,4.422,0.045,1.884
2019-10-18,3.568,5.091,0.205,2.735
2019-10-19,2.232,5.765,0.04,3.526
2019-10-20,1.273,6.804,0.021,5.765
2019-10-21,1.4,5.575,0.021,4.346
2019-10-22,1.89,6.867,0.052,5.301
2019-10-23,5.957,9.438,0.143,4.927
2019-10-24,2.164,7.119,0.032,5.069
2019-10-25,4.174,4.935,0.074,2.443
2019-10-26,5.062,6.388,0.428,2.462
2019-10-27,7.407,6.992,0.959,1.737
2019-10-28,5.833,5.0,0.503,1.446
2019-10-29,10.628,5.758,4.825,1.105
2019-10-30,10.299,5.784,4.14,1.823
2019-10-31,10.463,6.894,3.456,1.483
2019-01-11,1.894,7.33,0.042,4.914
2019-02-11,2.271,5.681,0.11,3.904
2019-03-11,1.767,6.071,0.077,4.537
2019-04-11,3.788,4.715,0.172,1.961
2019-05-11,0.419,8.018,0.019,7.584
2019-06-11,1.491,5.392,0.068,4.185
2019-07-11,1.12,5.008,0.029,4.056
2019-08-11,6.263,5.241,0.436,1.853
2019-09-11,5.299,5.687,0.683,1.613
2019-10-11,8.912,6.059,2.871,2.416
2019-11-11,4.593,4.518,0.132,0.805
2019-12-11,1.799,6.61,0.094,4.241
2019-11-13,0.506,5.945,0.006,5.526
2019-11-14,4.471,4.845,0.073,1.928
2019-11-15,0.021,9.623,0.006,9.121
2019-11-16,0.04,6.422,0.0,6.425
2019-11-17,2.089,9.49,0.029,7.759
2019-11-18,0.135,6.555,0.0,6.451
2019-11-19,2.308,5.769,0.102,3.957
2019-11-20,0.377,5.853,0.0,5.586
2019-11-21,0.006,8.216,0.0,8.23
2019-11-22,1.828,5.404,0.066,3.912
2019-11-23,2.551,7.188,0.045,5.19
2019-11-24,0.058,12.236,0.0,12.238
2019-11-25,0.004,6.165,0.0,6.18
2019-11-26,1.243,5.188,0.025,4.209
2019-11-27,0.156,6.496,0.001,6.407
2019-11-28,0.114,9.15,0.0,9.111
2019-11-29,5.997,7.032,0.084,2.659
2019-11-30,3.628,5.456,0.091,2.466
2019-01-12,0.455,8.168,0.006,7.557
2019-02-12,3.369,5.695,0.082,3.114
2019-03-12,1.606,5.072,0.046,3.777
2019-04-12,0.091,7.69,0.002,7.65
2019-05-12,5.831,5.927,0.514,2.675
2019-06-12,0.004,5.976,0.007,5.133
2019-07-12,0.242,11.501,0.005,11.333
2019-08-12,0.014,6.665,0.0,6.677
2019-09-12,0.329,5.125,0.003,4.942
2019-10-12,3.731,6.274,0.063,3.265
2019-11-12,0.01,5.578,0.0,5.586
2019-12-12,0.067,5.12,0.0,5.125
2019-12-13,1.091,6.521,0.052,5.754
2019-12-14,1.687,8.932,0.054,7.507
2019-12-15,3.704,8.67,0.088,5.68
2019-12-16,0.302,8.297,0.0,8.071
2019-12-17,1.813,9.219,0.059,7.67
2019-12-18,0.293,5.092,0.004,4.913
2019-12-19,5.4,7.063,0.077,3.007
2019-12-20,2.034,8.551,0.049,6.612
2019-12-21,4.589,9.058,0.105,5.446
2019-12-22,0.779,9.354,0.019,8.645
2019-12-23,1.552,8.305,0.041,7.074
2019-12-24,0.03,9.296,0.0,9.303
2019-12-25,0.237,9.586,0.0,9.454
2019-12-26,0.847,5.224,0.036,4.559
2019-12-27,0.159,12.807,0.0,12.766
2019-12-28,2.176,9.018,0.035,7.173
2019-12-29,0.333,11.409,0.001,11.176
2019-12-30,4.953,10.127,0.079,6.053
2019-12-31,2.601,8.531,0.08,6.352
2020-01-01,0.498,7.758,0.003,7.353
2020-02-01,0.151,7.978,0.0,7.895
2020-03-01,0.015,11.617,0.0,11.633
2020-04-01,0.335,5.594,0.008,5.44
2020-05-01,0.658,7.304,0.014,6.833
2020-06-01,0.69,5.44,0.023,4.808
2020-07-01,1.446,6.731,0.039,5.52
2020-08-01,0.0,5.546,0.0,5.554
2020-09-01,0.028,6.785,0.0,6.789
2020-10-01,0.72,6.827,0.017,6.28
2020-11-01,2.087,6.441,0.038,4.696
2020-12-01,0.119,12.248,0.0,12.185
2020-01-13,1.893,5.059,0.057,3.567
2020-01-14,0.017,6.246,0.0,6.261
2020-01-15,3.04,4.553,0.064,2.269
2020-01-16,4.865,4.925,0.28,2.348
2020-01-17,4.04,6.146,0.077,2.574
2020-01-18,0.18,6.122,0.005,5.601
2020-01-19,5.584,7.646,0.173,4.473
2020-01-20,1.594,5.189,0.078,2.859
2020-01-21,1.612,4.6,0.05,3.306
2020-01-22,2.227,6.244,0.079,4.456
2020-01-23,1.032,5.784,0.034,5.046
2020-01-24,0.273,10.304,0.0,10.054
2020-01-25,0.128,7.732,0.0,7.614
2020-01-26,0.382,9.277,0.0,9.063
2020-01-27,0.074,5.353,0.0,5.348
2020-01-28,0.323,5.093,0.027,4.86
2020-01-29,0.37,5.562,0.015,5.272
2020-01-30,0.273,8.046,0.0,7.861
2020-01-31,1.519,6.191,0.05,4.882
2020-01-02,0.427,12.651,0.0,12.357
2020-02-02,0.519,7.231,0.014,6.809
2020-03-02,0.679,4.804,0.028,4.236
2020-04-02,4.664,5.997,0.205,3.441
2020-05-02,8.574,6.089,3.165,2.35
2020-06-02,0.759,5.323,0.052,3.621
2020-07-02,0.45,10.367,0.0,10.078
2020-08-02,1.981,7.388,0.048,5.624
2020-09-02,0.86,8.681,0.034,8.01
2020-10-02,4.052,4.635,0.315,2.231
2020-11-02,0.943,8.093,0.026,6.778
2020-12-02,2.369,5.597,0.138,3.843
2020-02-13,0.791,5.978,0.03,5.302
2020-02-14,1.297,7.811,0.029,6.752
2020-02-15,5.042,8.839,0.116,4.704
2020-02-16,0.074,7.349,0.0,7.345
2020-02-17,5.584,5.181,0.258,2.313
2020-02-18,3.97,5.612,0.315,1.35
2020-02-19,2.902,6.934,0.146,4.508
2020-02-20,0.62,6.022,0.017,5.563
2020-02-21,2.942,6.132,0.112,3.702
2020-02-22,0.168,5.844,0.0,5.754
2020-02-23,0.27,6.105,0.017,5.978
2020-02-24,1.2,5.939,0.082,4.9
2020-02-25,7.196,6.444,1.214,3.068
2020-02-26,4.662,5.044,0.453,1.078
2020-02-27,3.149,7.899,0.067,4.607
2020-02-28,7.824,7.437,0.473,2.852
2020-02-29,5.347,10.725,0.257,5.267
2020-01-03,5.381,10.163,0.499,6.248
2020-02-03,6.302,4.399,0.916,1.838
2020-03-03,7.271,4.611,1.827,0.157
2020-04-03,3.517,6.471,0.186,2.22
2020-05-03,6.152,4.997,1.145,2.367
2020-06-03,0.187,5.763,0.014,4.543
2020-07-03,6.369,10.916,0.391,6.183
2020-08-03,3.497,7.466,0.111,4.336
2020-09-03,6.004,4.424,0.804,2.022
2020-10-03,0.943,5.609,0.032,3.206
2020-11-03,12.758,7.044,5.438,3.255
2020-12-03,8.581,10.995,0.563,2.864
2020-03-13,6.025,5.215,0.823,2.376
2020-03-14,15.339,8.069,7.034,1.898
2020-03-15,8.287,5.325,2.343,0.9
2020-03-16,10.257,5.651,3.043,0.976
2020-03-17,5.489,7.098,0.563,1.427
2020-03-18,2.588,8.362,0.088,6.012
2020-03-19,5.538,7.609,0.126,3.05
2020-03-20,4.768,9.488,0.093,5.349
2020-03-21,12.494,7.619,5.042,3.153
2020-03-22,16.182,9.048,7.532,2.115
2020-03-23,16.228,7.938,7.749,1.953
2020-03-24,15.027,12.022,3.146,1.97
2020-03-25,16.409,11.202,4.626,2.669
2020-03-26,15.842,9.029,5.918,1.663
2020-03-27,14.563,7.228,7.36,1.581
2020-03-28,14.259,7.177,7.164,2.336
2020-03-29,11.897,7.95,4.493,2.22
2020-03-30,5.526,9.168,0.228,3.659
2020-03-31,13.218,7.672,5.927,3.283
2020-01-04,4.829,11.708,0.129,6.596
2020-02-04,5.8,7.192,0.453,2.754
2020-03-04,9.584,6.876,2.887,2.436
2020-04-04,10.375,7.526,2.269,1.566
2020-05-04,15.981,6.737,7.949,1.194
2020-06-04,15.849,6.19,7.958,0.491
2020-07-04,16.411,9.956,5.955,1.72
2020-08-04,14.242,6.551,7.153,0.965
2020-09-04,15.146,6.903,8.334,2.306
2020-10-04,15.536,6.583,7.823,1.496
2020-11-04,15.309,6.434,7.222,0.832
2020-12-04,13.395,6.794,5.745,1.226
2020-04-13,14.444,6.354,5.77,0.578
2020-04-14,6.471,7.593,0.461,0.909
2020-04-15,17.075,10.506,5.936,3.364
2020-04-16,14.43,5.642,6.688,0.175
2020-04-17,16.831,6.46,9.283,0.409
2020-04-18,16.972,6.576,8.533,1.002
2020-04-19,16.861,6.298,9.163,0.726
2020-04-20,16.798,4.563,9.426,0.175
2020-04-21,17.348,6.045,9.11,0.219
2020-04-22,17.176,5.565,9.103,0.125
2020-04-23,16.067,9.045,6.39,1.797
2020-04-24,17.481,11.83,4.577,0.726
2020-04-25,14.179,7.757,3.804,0.989
2020-04-26,13.429,7.777,4.952,1.021
2020-04-27,15.061,5.49,8.064,0.401
2020-04-28,8.184,8.37,1.168,2.056
2020-04-29,2.491,6.436,0.101,3.478
2020-04-30,10.516,6.901,2.965,2.774
2020-01-05,7.715,6.206,1.08,0.656
2020-02-05,8.393,12.202,0.625,4.262
2020-03-05,5.009,9.335,0.183,5.106
2020-04-05,13.686,6.415,5.196,1.809
2020-05-05,13.244,4.563,6.46,0.166
2020-06-05,16.718,5.218,9.609,0.248
2020-07-05,13.575,5.636,7.184,0.745
2020-08-05,16.851,6.482,8.917,0.672
2020-09-05,13.734,6.933,4.721,0.663
2020-10-05,11.925,6.811,4.363,0.875
2020-11-05,9.469,5.542,3.675,0.596
2020-12-05,8.232,4.808,1.723,0.381
2020-05-13,6.814,6.185,0.543,0.845
2020-05-14,11.603,7.144,3.467,0.922
2020-05-15,8.063,5.678,1.272,0.54
2020-05-16,6.6,11.123,0.176,3.673
2020-05-17,9.653,6.811,2.285,2.611
2020-05-18,6.06,4.467,0.651,0.405
2020-05-19,11.103,6.315,3.324,0.483
2020-05-20,14.795,5.855,8.151,0.648
2020-05-21,15.707,5.34,8.085,0.624
2020-05-22,3.949,6.654,0.191,1.507
2020-05-23,9.689,6.982,1.956,2.479
2020-05-24,9.277,7.092,2.397,1.02
2020-05-25,6.335,4.635,0.316,0.279
2020-05-26,14.417,5.917,6.425,0.448
2020-05-27,14.048,8.13,3.886,0.392
2020-05-28,15.943,3.205,10.756,0.132
2020-05-29,14.688,5.037,7.801,0.273
2020-05-30,12.493,9.448,2.814,1.143
2020-05-31,16.86,4.443,10.295,0.545
2020-01-06,16.944,4.862,9.448,0.163
2020-02-06,15.948,2.774,11.141,0.088
2020-03-06,9.901,4.905,4.005,0.191
2020-04-06,3.402,4.903,0.187,0.758
2020-05-06,10.503,4.719,4.715,1.406
2020-06-06,11.604,8.618,3.092,2.26
2020-07-06,10.272,6.313,2.595,0.962
2020-08-06,7.781,5.75,2.333,0.643
2020-09-06,14.127,4.215,7.243,0.176
2020-10-06,13.947,4.268,8.795,0.516
2020-11-06,1.84,7.919,0.099,4.726
2020-12-06,12.891,6.012,5.505,2.04
2020-06-13,9.038,6.038,2.592,0.408
2020-06-14,3.04,5.396,0.112,1.825
2020-06-15,15.663,4.971,7.886,1.241
2020-06-16,14.806,3.068,9.735,0.273
2020-06-17,15.845,2.849,10.846,0.071
2020-06-18,8.677,3.628,4.84,0.326
2020-06-19,4.03,5.818,0.164,1.022
2020-06-20,14.884,4.054,8.439,1.34
2020-06-21,16.391,8.096,6.206,1.045
2020-06-22,14.517,4.448,8.609,0.253
2020-06-23,16.939,3.467,11.192,0.109
2020-06-24,16.813,4.262,11.331,0.469
2020-06-25,12.387,4.542,5.75,0.206
2020-06-26,15.248,4.551,9.072,0.282
2020-06-27,10.753,4.409,5.553,0.411
2020-06-28,8.267,4.008,2.673,0.345
2020-06-29,13.004,4.662,7.047,0.35
2020-06-30,4.091,6.855,0.183,1.582
2020-01-07,9.731,6.486,1.449,1.798
2020-02-07,6.533,7.408,1.939,1.827
2020-03-07,8.199,5.271,1.916,1.985
2020-04-07,3.198,7.977,0.168,3.688
2020-05-07,7.939,7.532,0.695,2.787
2020-06-07,11.647,3.545,5.745,0.253
2020-07-07,6.722,5.574,1.573,0.725
2020-08-07,7.074,4.979,0.7,0.343
2020-09-07,2.154,6.217,0.154,2.537
2020-10-07,6.045,5.385,0.555,2.133
2020-11-07,14.223,12.992,1.688,2.492
2020-12-07,12.214,6.148,5.027,1.039
2020-07-13,14.663,4.759,8.17,0.55
2020-07-14,4.973,4.05,0.562,0.46
2020-07-15,9.528,4.872,3.622,0.585
2020-07-16,11.495,5.18,4.299,0.234
2020-07-17,12.248,5.621,5.339,0.272
2020-07-18,9.763,7.159,1.569,0.654
2020-07-19,10.718,5.857,4.891,1.082
2020-07-20,15.764,5.272,7.318,0.134
2020-07-21,10.842,6.77,3.84,0.828
2020-07-22,9.312,7.304,1.288,0.663
2020-07-23,10.997,6.134,4.329,0.899
2020-07-24,11.643,5.454,4.079,0.261
2020-07-25,9.348,6.94,2.415,1.262
2020-07-26,11.313,5.621,4.873,0.872
2020-07-27,4.529,3.099,0.151,0.146
2020-07-28,11.373,5.409,6.024,1.009
2020-07-29,8.869,6.362,1.856,0.508
2020-07-30,12.092,4.652,4.618,0.355
2020-07-31,16.516,4.532,9.699,0.16
2020-01-08,7.055,3.631,2.708,0.449
2020-02-08,9.199,9.236,1.488,2.259
2020-03-08,11.267,4.82,4.281,0.178
2020-04-08,11.963,5.15,5.659,0.432
2020-05-08,16.367,3.713,10.14,0.11
2020-06-08,15.656,4.568,9.034,0.158
2020-07-08,15.731,5.476,9.133,0.571
2020-08-08,13.903,6.533,7.255,1.327
2020-09-08,10.207,4.747,3.266,0.416
2020-10-08,13.475,4.922,6.964,0.229
2020-11-08,15.72,5.133,8.452,0.186
2020-12-08,15.828,5.297,9.182,0.441
2020-08-13,15.089,3.546,9.283,0.153
2020-08-14,12.313,5.239,5.508,0.428
2020-08-15,10.861,7.543,4.807,1.53
2020-08-16,11.188,5.045,5.017,1.459
2020-08-17,5.702,4.849,0.505,0.494
2020-08-18,11.165,4.861,4.249,0.231
2020-08-19,13.404,3.568,7.851,0.137
2020-08-20,7.137,8.083,0.265,0.794
2020-08-21,5.163,6.043,0.291,2.943
2020-08-22,8.97,6.749,1.931,0.947
2020-08-23,8.525,6.678,1.474,0.923
2020-08-24,4.717,5.115,0.287,0.43
2020-08-25,6.407,5.75,0.206,1.48
2020-08-26,4.401,6.895,0.299,2.568
2020-08-27,7.433,7.524,0.483,2.171
2020-08-28,9.275,7.071,2.758,1.64
2020-08-29,9.309,6.848,2.9,2.342
2020-08-30,10.573,4.436,4.703,0.742
2020-08-31,8.293,5.183,2.38,1.07
2020-01-09,12.82,4.891,6.051,0.295
2020-02-09,14.118,4.161,8.598,0.378
2020-03-09,3.039,6.335,0.119,2.429
2020-04-09,9.239,7.765,1.484,2.351
2020-05-09,6.503,6.934,1.255,1.901
2020-06-09,8.807,6.546,2.291,2.63
2020-07-09,9.091,4.567,2.542,0.381
2020-08-09,2.247,4.015,0.216,0.599
2020-09-09,1.949,5.008,0.124,3.348
2020-10-09,7.048,4.137,1.062,1.365
2020-11-09,10.62,4.076,5.0,0.158
2020-12-09,7.238,5.666,0.647,0.589
2020-09-13,12.918,3.541,7.934,0.44
2020-09-14,13.637,4.114,7.064,0.115
2020-09-15,12.113,3.185,7.666,0.188
2020-09-16,10.587,4.724,4.493,0.529
2020-09-17,13.667,4.46,7.602,0.381
2020-09-18,14.582,4.563,8.734,0.672
2020-09-19,11.558,4.874,5.128,0.496
2020-09-20,14.054,4.787,8.781,0.943
2020-09-21,13.8,5.106,7.942,1.127
2020-09-22,12.873,2.808,7.185,0.09
2020-09-23,10.718,5.328,4.718,0.716
2020-09-24,11.131,4.407,6.385,0.687
2020-09-25,9.409,5.468,3.623,1.201
2020-09-26,2.658,5.278,0.112,2.16
2020-09-27,0.593,11.149,0.046,10.545
2020-09-28,1.979,9.528,0.051,7.825
2020-09-29,6.624,6.075,0.655,1.898
2020-09-30,8.984,4.499,2.438,0.749
2020-01-10,6.936,5.888,1.707,0.761
2020-02-10,3.1,8.208,0.137,5.102
2020-03-10,3.763,7.361,0.329,4.428
2020-04-10,4.737,6.538,0.31,2.887
2020-05-10,4.438,4.887,0.385,2.405
2020-06-10,3.169,3.602,0.188,1.095
2020-07-10,3.806,4.769,0.496,1.688
2020-08-10,0.295,4.279,0.018,4.045
2020-09-10,5.249,5.713,0.298,2.093
2020-10-10,7.628,6.164,2.592,2.575
2020-11-10,4.599,4.445,0.327,1.252
2020-12-10,4.551,5.148,0.165,1.127
2020-10-13,9.966,7.362,3.29,3.02
2020-10-14,4.344,4.979,0.159,1.021
2020-10-15,4.378,5.803,0.164,2.036
2020-10-16,4.229,8.013,0.299,4.63
2020-10-17,4.307,3.646,0.282,1.925
2020-10-18,3.284,10.362,0.136,6.259
2020-10-19,3.004,5.861,0.143,3.471
2020-10-20,1.666,4.36,0.061,2.957
2020-10-21,1.438,6.519,0.069,5.358
2020-10-22,7.565,5.915,2.245,1.944
2020-10-23,2.868,6.637,0.097,4.165
2020-10-24,3.006,11.535,0.1,9.074
2020-10-25,0.743,6.081,0.056,5.516
2020-10-26,1.52,7.293,0.14,6.078
2020-10-27,3.963,6.101,0.303,3.425
2020-10-28,5.207,4.999,0.485,1.779
2020-10-29,3.883,4.082,0.321,1.034
2020-10-30,0.229,6.068,0.008,5.673
2020-10-31,0.5,10.038,0.012,9.632
2020-01-11,5.507,6.383,0.697,2.77
2020-02-11,2.21,4.881,0.135,2.989
2020-03-11,5.883,6.877,0.205,2.622
2020-04-11,8.537,5.101,3.012,1.802
2020-05-11,2.855,7.036,0.109,3.801
2020-06-11,0.643,8.46,0.0,7.915
2020-07-11,8.389,10.988,0.123,4.039
2020-08-11,7.633,7.191,2.378,3.203
2020-09-11,0.999,6.796,0.065,6.043
2020-10-11,0.12,6.609,0.0,6.501
2020-11-11,0.303,5.593,0.0,5.308
2020-12-11,0.788,5.948,0.03,5.44
2020-11-13,7.115,4.546,1.903,1.745
2020-11-14,0.916,6.178,0.058,4.423
2020-11-15,4.896,7.466,0.105,3.547
2020-11-16,0.675,5.775,0.036,5.336
2020-11-17,0.07,10.15,0.0,10.084
2020-11-18,2.001,5.957,0.038,4.39
2020-11-19,0.618,5.046,0.04,4.513
2020-11-20,4.698,6.74,0.16,3.051
2020-11-21,0.146,7.638,0.005,7.533
2020-11-22,2.731,13.061,0.039,10.754
2020-11-23,4.78,6.789,0.158,3.111
2020-11-24,0.406,5.209,0.015,4.858
2020-11-25,6.235,8.514,0.074,3.502
2020-11-26,0.758,7.186,0.035,6.589
2020-11-27,1.127,7.735,0.05,6.887
2020-11-28,0.062,6.762,0.0,6.709
2020-11-29,0.557,9.137,0.002,8.67
2020-11-30,0.384,8.501,0.007,8.225
2020-01-12,0.069,7.745,0.0,7.754
2020-02-12,0.009,7.556,0.0,7.552
2020-03-12,0.142,10.081,0.004,10.032
2020-04-12,1.259,7.124,0.04,6.13
2020-05-12,0.453,8.562,0.013,8.225
2020-06-12,0.064,8.567,0.0,8.556
2020-07-12,0.04,7.105,0.0,7.104
2020-08-12,2.232,6.667,0.046,4.967
2020-09-12,0.124,7.284,0.0,7.175
2020-10-12,0.007,11.241,0.0,11.258
2020-11-12,0.037,9.961,0.0,9.964
2020-12-12,0.064,9.32,0.0,9.323
2020-12-13,0.037,7.927,0.0,7.94
2020-12-14,0.164,6.825,0.0,6.759
2020-12-15,0.283,6.637,0.007,6.453
2020-12-16,0.827,7.628,0.009,7.008
2020-12-17,0.261,13.099,0.0,12.86
2020-12-18,5.621,9.096,0.429,4.857
2020-12-19,5.793,9.41,0.09,4.689
2020-12-20,0.452,7.901,0.009,7.565
2020-12-21,3.661,8.683,0.063,5.726
2020-12-22,0.175,14.654,0.0,14.493
2020-12-23,0.087,7.837,0.0,7.828
2020-12-24,1.078,8.825,0.023,7.993
2020-12-25,6.63,9.485,0.979,4.939
2020-12-26,0.263,10.165,0.004,9.912
2020-12-27,0.0,7.198,0.0,7.21
2020-12-28,0.075,8.975,0.0,8.973
2020-12-29,0.084,9.927,0.0,9.925
2020-12-30,0.029,6.86,0.0,6.863
2020-12-31,0.028,12.875,0.0,12.881
2021-01-01,0.399,8.682,0.014,8.449
2021-02-01,0.015,9.147,0.0,9.153
2021-03-01,0.455,8.091,0.002,7.797
2021-04-01,0.074,7.196,0.0,7.212
2021-05-01,0.036,9.56,0.0,9.568
2021-06-01,0.06,8.352,0.0,8.358
2021-07-01,0.0,9.298,0.0,9.318
2021-08-01,0.396,8.593,0.005,8.379
2021-09-01,0.112,9.768,0.0,9.662
2021-10-01,2.469,10.892,0.049,8.756
2021-11-01,0.001,9.986,0.0,10.015
2021-12-01,5.299,7.866,0.874,4.558
2021-01-13,1.666,8.577,0.063,7.198
2021-01-14,0.211,11.579,0.0,11.418
2021-01-15,0.026,13.433,0.0,13.436
2021-01-16,2.805,10.229,0.059,8.005
2021-01-17,1.178,9.216,0.037,8.235
2021-01-18,0.022,6.556,0.0,6.564
2021-01-19,0.045,7.641,0.0,7.638
2021-01-20,1.142,7.972,0.022,7.035
2021-01-21,4.213,6.875,0.25,3.781
2021-01-22,2.193,9.405,0.086,7.586
2021-01-23,3.051,8.326,0.084,5.948
2021-01-24,1.306,12.193,0.018,11.041
2021-01-25,2.436,8.452,0.071,6.407
2021-01-26,4.885,8.046,0.407,4.414
2021-01-27,1.327,7.212,0.062,6.149
2021-01-28,2.454,8.409,0.054,6.407
2021-01-29,0.086,8.608,0.0,8.618
2021-01-30,3.34,8.67,0.072,5.987
2021-01-31,6.992,9.71,0.446,4.267
2021-01-02,2.126,8.8,0.057,7.047
2021-02-02,2.365,8.949,0.091,6.932
2021-03-02,0.376,8.142,0.011,7.871
2021-04-02,1.02,7.958,0.037,7.172
2021-05-02,1.605,9.279,0.047,7.811
2021-06-02,1.045,9.302,0.044,8.428
2021-07-02,0.068,8.245,0.0,8.237
2021-08-02,1.656,15.472,0.037,14.104
2021-09-02,0.007,9.005,0.0,9.012
2021-10-02,0.0,7.758,0.0,7.767
2021-11-02,3.133,7.553,0.145,5.174
2021-12-02,11.311,7.388,3.725,2.709
2021-02-13,11.756,8.919,4.047,2.613
2021-02-14,10.919,8.497,3.033,2.525
2021-02-15,1.008,8.213,0.032,6.667
2021-02-16,1.358,7.482,0.055,6.175
2021-02-17,0.779,9.083,0.006,8.464
2021-02-18,5.982,6.585,0.92,2.946
2021-02-19,8.93,6.34,2.992,2.293
2021-02-20,8.933,7.502,3.329,2.576
2021-02-21,11.803,5.542,5.687,2.168
2021-02-22,8.403,5.674,2.172,1.163
2021-02-23,4.986,4.147,0.152,0.516
2021-02-24,11.664,5.168,4.601,0.305
2021-02-25,8.528,4.886,3.182,0.573
2021-02-26,9.655,5.706,3.667,1.351
2021-02-27,1.944,8.708,0.066,6.135
2021-02-28,2.359,7.51,0.103,5.544
2021-01-03,8.578,6.292,1.746,2.221
2021-02-03,13.791,9.043,4.172,1.255
2021-03-03,9.023,9.891,0.156,1.752
2021-04-03,1.03,7.149,0.031,6.235
2021-05-03,14.097,5.609,8.006,2.584
2021-06-03,3.651,11.364,0.171,7.216
2021-07-03,1.759,8.101,0.058,6.589
2021-08-03,12.067,7.099,5.764,3.18
2021-09-03,0.258,8.715,0.007,7.838
2021-10-03,5.205,9.672,0.116,5.151
2021-11-03,3.536,5.837,0.381,3.242
2021-12-03,2.56,6.042,0.138,3.936
2021-03-13,6.137,10.315,0.29,5.289
2021-03-14,7.129,5.167,1.854,2.145
2021-03-15,3.919,5.44,0.397,1.479
2021-03-16,8.599,8.192,2.375,3.602
2021-03-17,7.051,4.838,1.883,1.642
2021-03-18,2.465,8.72,0.09,5.44
2021-03-19,4.575,8.205,0.305,4.562
2021-03-20,3.956,9.882,0.141,6.665
2021-03-21,8.899,6.0,3.167,2.548
2021-03-22,4.523,5.858,0.388,1.59
2021-03-23,1.264,6.569,0.049,5.312
2021-03-24,11.463,9.059,4.291,4.215
2021-03-25,9.234,4.376,3.532,1.063
2021-03-26,10.889,6.894,4.214,1.142
2021-03-27,6.371,8.297,0.654,2.7
2021-03-28,3.832,6.408,0.139,3.309
2021-03-29,12.606,5.831,5.893,2.785
2021-03-30,15.343,5.04,8.286,0.239
2021-03-31,14.17,5.127,7.451,0.247
2021-01-04,4.912,7.286,0.28,1.707
2021-02-04,4.798,6.936,0.407,3.222
2021-03-04,16.389,13.08,2.457,3.412
2021-04-04,2.338,7.539,0.15,4.042
2021-05-04,10.711,5.797,4.579,2.881
2021-06-04,7.165,6.516,0.909,0.817
2021-07-04,5.649,8.44,0.5,3.262
2021-08-04,4.396,6.816,0.125,3.128
2021-09-04,4.547,6.16,0.145,2.485
2021-10-04,9.73,7.801,2.66,3.145
2021-11-04,2.083,6.191,0.073,3.623
2021-12-04,11.059,6.807,4.138,2.497
2021-04-13,10.977,9.439,2.297,2.505
2021-04-14,9.097,6.449,2.893,1.578
2021-04-15,8.89,5.1,3.136,1.452
2021-04-16,16.0,7.334,7.868,0.531
2021-04-17,15.116,7.258,6.582,1.379
2021-04-18,12.297,4.522,5.029,0.155
2021-04-19,13.425,6.204,5.661,0.337
2021-04-20,16.404,5.645,8.458,0.202
2021-04-21,11.96,5.123,5.641,0.458
2021-04-22,10.748,4.582,4.522,0.3
2021-04-23,16.899,5.484,9.164,0.198
2021-04-24,17.714,7.147,8.536,0.549
2021-04-25,14.415,4.83,9.349,0.799
2021-04-26,11.352,3.555,5.25,0.204
2021-04-27,17.306,7.514,7.804,0.275
2021-04-28,14.801,3.883,9.103,0.167
2021-04-29,1.855,4.884,0.186,1.466
2021-04-30,7.824,6.281,0.679,2.057
2021-01-05,7.99,4.992,1.775,0.741
2021-02-05,4.436,6.439,0.318,0.967
2021-03-05,6.035,7.065,0.264,2.568
2021-04-05,4.909,5.617,0.49,1.892
2021-05-05,5.228,5.186,0.184,1.418
2021-06-05,11.538,7.334,3.325,1.236
2021-07-05,10.347,9.721,1.508,3.087
2021-08-05,9.767,4.825,4.463,0.804
2021-09-05,12.732,17.849,3.839,9.115
2021-10-05,8.881,4.415,2.838,1.609
2021-11-05,5.184,4.245,0.422,0.356
2021-12-05,5.661,5.678,0.147,0.777
2021-05-13,2.941,4.558,0.216,0.968
2021-05-14,2.404,6.797,0.173,4.766
2021-05-15,7.039,7.232,0.591,2.386
2021-05-16,9.517,5.07,3.032,1.101
2021-05-17,9.631,9.542,1.544,1.873
2021-05-18,7.43,5.031,0.662,1.162
2021-05-19,11.149,5.217,4.396,0.393
2021-05-20,10.301,4.375,5.29,0.314
2021-05-21,10.705,5.328,3.932,0.645
2021-05-22,3.885,11.472,0.123,6.291
2021-05-23,7.104,5.114,1.666,2.29
2021-05-24,10.579,6.045,3.376,0.672
2021-05-25,8.813,5.963,3.709,1.068
2021-05-26,8.904,6.333,1.777,1.112
2021-05-27,5.637,7.266,0.138,1.616
2021-05-28,7.814,4.302,1.86,1.519
2021-05-29,9.232,9.442,1.416,3.598
2021-05-30,17.08,5.166,10.706,0.51
2021-05-31,17.054,5.195,9.171,0.203
2021-01-06,13.731,4.133,7.701,0.138
2021-02-06,16.42,4.737,10.664,0.35
